uid,facilityInternal,agencyInternal,agencyFullNameInternal,stateInternal,company,canonicalFacilityId,created,hidden_override,notes,googlePlaceName,address,longitude,latitude,county,googlePlaceId,state
4a4d3be8330adb,AL DOC - ST CLAIR CORRECTIONAL FACILITY,,,AL,SECURUS,9394,2021-03-01T16:59:25.784Z,false,,St. Clair Correctional Facility,"1000 St Clair Rd, Springville, AL 35146, United States",-86.38565059999999,33.7469215,St. Clair County,ChIJ1c6fnZCCiYgRT9kvXGPTsbM,AL
d20da099029b66,Terrell County Correctional Institute,TRLGA,Terrell County Correctional Institute,GA,ICS,9395,2021-03-06T02:50:01.021Z,false,,Terrell County Prison,"3110 Albany Hwy, Dawson, GA 39842, United States",-84.4144767,31.7421452,Terrell County,ChIJKSoAB0mO8ogR8DZnFEwWcZI,GA
81eb873b0ab6aa,YAKIMA COUNTY CORRECTIONAL CENTER,,,WA,SECURUS,9396,2021-01-09T17:05:09.216Z,false,,Yakima County Department of Corrections,"111 N Front St, Yakima, WA 98901, United States",-120.508203,46.603939,Yakima County,ChIJRZHyG-3XmVQRzejfMZEsQtQ,WA
24d3edc5301b28,AK DOC - POINT MACKENZIE CORRECTIONAL FARM,,,AK,SECURUS,9397,2021-03-01T17:03:03.260Z,false,,Point Mackenzie Correctional Farm,"13690 Guernsey Rd, Wasilla, AK 99654, United States",-150.0924149,61.4186,Matanuska-Susitna,ChIJg5QH8xvIyFYRDPAzT2-5wyE,AK
bb566ee96a293d,Western Mass Regional Womens Correctional Center Orientation,HAMMA,Hampden County Sheriffs Department,MA,ICS,9398,2021-03-06T02:47:56.347Z,false,,Western Mass Regional Women's Correctional Center,"701 Center St, Chicopee, MA 01013, United States",-72.6113967,42.1300315,Hampden County,ChIJb-AuQUrn5okRr4ydpqiyr1g,MA
e34106794a3dcd,Western Mass Regional Womens Correctional Center (WCC),HAMMA,Hampden County Sheriffs Department,MA,ICS,9399,2021-03-06T02:48:01.452Z,false,,Western Mass Regional Women's Correctional Center,"701 Center St, Chicopee, MA 01013, United States",-72.6113967,42.1300315,Hampden County,ChIJb-AuQUrn5okRr4ydpqiyr1g,MA
d296aad8de9bfc,Western Massachusetts Women's Correctional Center Intake,HAMMA,Hampden County Sheriffs Department,MA,ICS,9400,2021-03-06T02:47:55.636Z,false,,Western Mass Regional Women's Correctional Center,"701 Center St, Chicopee, MA 01013, United States",-72.6113967,42.1300315,Hampden County,ChIJb-AuQUrn5okRr4ydpqiyr1g,MA
53b6e36b2b439a,NM DOC - WESTERN NEW MEXICO CORRECTIONAL FACILITY,,,NM,SECURUS,9401,2021-01-09T00:32:04.605Z,false,,New Mexico Correctional Facility,"1700 East Old Highway 66, Grants, NM 87020, United States",-107.8171777,35.1405513,Cibola County,ChIJX7WJ3j-FI4cRAscXrJ9L9t8,NM
ec8a775807d272,WINSTON - CHOCTAW STATE,,,MS,SECURUS,9402,2021-01-09T00:10:52.610Z,false,,Winston-Choctaw County Regional Correctional Facility,"2460 MS-25, Louisville, MS 39339, United States",-89.0550561,33.1695121,Winston County,ChIJ-388GiZcgYgRZaG9E9Hf7ZA,MS
f060383a98146c,PENNINGTON COUNTY JUVENILE,,,SD,SECURUS,9403,2021-01-09T01:25:57.189Z,false,,Western Sd Juvenile Services Center,"3505 Cambell St, Rapid City, SD 57701, United States",-103.1924534,44.0508241,Pennington County,ChIJM7L93YtCfYcRSNZ8qwG9d_U,SD
c248c26b67ae57,Correctional Alternative Placement Program (CAPP),IDDOC,Idaho Department Of Corrections,ID,ICS,9404,2021-03-06T02:48:12.704Z,false,,MTC Idaho Correctional Alternative Placement Program,"15505 Pleasant Valley Rd, Kuna, ID 83634, United States",-116.2355655,43.4618288,Ada County,ChIJzwr-K71drlQRbYvlw5yTfAM,ID
6eec85454dc5ce,GA DOC - GEORGIA STATE PRISON,,,GA,SECURUS,9405,2021-03-01T17:53:57.721Z,false,,Georgia Diagnostic and Classification State Prison,"2978 GA-36, Jackson, GA 30233, United States",-84.061396,33.2218339,Butts County,ChIJVwTkWNk49IgR3HpL4kLah3g,GA
bf7988bb19abfb,Jefferson Franklin County Regional Correctional Facility,JEFMS,Jefferson County Sheriffs Office,MS,ICS,9406,2021-03-06T02:48:43.790Z,false,,Jefferson Franklin Corrections,"279 MS-33, Fayette, MS 39069, United States",-91.0751725,31.7002408,Jefferson County,ChIJfSKkzHmoKIYRQ3dRB4Vt0sc,MS
e388d2869b9eb2,AR DOC - NE ARKANSAS COMMUNITY CORRECTION CENTER,,,AR,SECURUS,9407,2021-03-01T17:09:38.752Z,false,,Northeast Arkansas Community Corrections,"1351 E County Rd 732, Osceola, AR 72370, United States",-89.9898559,35.6830498,Mississippi County,ChIJ2ZqfwY1Yf4gRJ6JhzWhGZi4,AR
4b226629b128e3,GA DOC - GEORGIA DIAGNOSTIC & CLASSIFICATION STATE PRISON,,,GA,SECURUS,9408,2021-03-01T17:53:44.623Z,false,,Georgia Diagnostic and Classification State Prison,"2978 GA-36, Jackson, GA 30233, United States",-84.061396,33.2218339,Butts County,ChIJVwTkWNk49IgR3HpL4kLah3g,GA
38de823ae2978a,WINSTON - CHOCTAW REGIONAL CORRECTIONAL FACILITY,,,MS,SECURUS,9409,2021-01-09T00:10:42.017Z,false,,Winston-Choctaw County Regional Correctional Facility,"2460 MS-25, Louisville, MS 39339, United States",-89.0550561,33.1695121,Winston County,ChIJ-388GiZcgYgRZaG9E9Hf7ZA,MS
64af1c2cf12809,AR DOC - TEXARKANA REGION CORRECTION CENTER,,,AR,SECURUS,9410,2021-03-01T17:11:12.055Z,false,,Arkansas Department Of Corrections - TRCC Unit,"305 E 5th St, Texarkana, AR 71854, United States",-94.0412528,33.4258858,Miller County,ChIJ93XHVVpqNIYRiQCrtYmGYM4,AR
870fe32e44e5c0,GA DOC - BLECKLEY PROBATION DETENTION CENTER,,,GA,SECURUS,9411,2021-03-01T17:52:12.405Z,false,,Bleckley Probation Detention,"179 Emergency Rd 105, Cochran, GA 31014, United States",-83.36229829999999,32.4128976,Bleckley County,ChIJC0NABfRu8YgR1ERijD37ff8,GA
86484ebf00a1be,MO DOC - WESTERN RECEPTION DIAGNOSTIC & CORRECTIONAL CENTER,,,MO,SECURUS,9412,2021-01-09T00:16:34.119Z,false,,Western Reception Diagnostic Correctional Center,"3401 Faraon St, St Joseph, MO 64506, United States",-94.8112305,39.772861,Buchanan County,ChIJ63sKvGIZwIcRrh3MbQeHsQk,MO
46ab8c5e39f236,McNaughton Correctional Center - MCC,WIDOC,Wisconsin Department of Corrections - WIDOC,WI,ICS,9413,2021-03-06T02:50:13.170Z,false,,Mc Naughton Correctional Center,"8500 Rainbow Rd, Lake Tomahawk, WI 54539, United States",-89.6309924,45.8005658,Oneida County,ChIJZ3lR8Gi8VU0RTu9uoNeVLuo,WI
bb8d0ed1b2110b,St. Marys County Detention Center,STMARYCOMD,St. Marys County Detention Center,MD,ICS,9414,2021-03-06T02:49:36.095Z,false,,St Marys County Corrections,"41880 Baldridge St, Leonardtown, MD 20650, United States",-76.6283701,38.3028111,St. Mary's County,ChIJjTq55wdmt4kR8LajVDuaTsI,MD
c7db46b2cedbb3,Scotts Bluff County Juvie,SBFNE,Scotts Bluff County Sheriff,NE,ICS,9415,2021-03-06T02:49:24.595Z,false,,Scotts Bluff County Dentention Center,"2522 7th St, Gering, NE 69341, United States",-103.6556882,41.83612249999999,Scotts Bluff County,ChIJrVsliGtRZYcR1AEF0F8AYGI,NE
5c116c9eab6773,BRRJA - HALIFAX COUNTY ADULT DETENTION CENTER,,,VA,SECURUS,9416,2021-01-09T16:55:32.172Z,false,,Amherst County Adult Detention Center,"219 S Riverview Rd, Madison Heights, VA 24572, United States",-79.0929336,37.4082679,Amherst County,ChIJr9klv7jesokR0MVMnNMKUJI,VA
5836b93d56c652,BRRJA - AMHERST COUNTY ADULT DETENTION CENTER,,,VA,SECURUS,9417,2021-01-09T16:54:51.145Z,false,,Amherst County Adult Detention Center,"219 S Riverview Rd, Madison Heights, VA 24572, United States",-79.0929336,37.4082679,Amherst County,ChIJr9klv7jesokR0MVMnNMKUJI,VA
ae5c29a72dfb55,"CAPE MAY COUNTY CORRECTIONAL CENTER ATTORNEY, NJ",,,NJ,SECURUS,9418,2021-01-09T00:28:38.094Z,false,,Cape May County Sheriff's Office,"9 N Main St, Cape May Court House, NJ 08210, United States",-74.82388830000001,39.0835942,Cape May County,ChIJ7ftuJQuvwIkRiKSxUWuQfpg,NJ
8abbe23ae8900e,ADAMS COUNTY JAIL,,,NE,SECURUS,9419,2021-01-09T00:21:07.910Z,false,,Adams County Sheriff's Office,"500 W 4th St, Hastings, NE 68901, United States",-98.3881951,40.5875301,Adams County,ChIJDUUguOWjmYcRBSwaXyfLHZo,NE
a485b70801193a,Northern Correctional Facility,WVDOC,West Virginia Division of Corrections,WV,ICS,9420,2021-03-06T02:49:34.673Z,false,,Northern Regional Correctional Facility And Jail,"112 Northern Regional Correctional Dr, Moundsville, WV 26041, United States",-80.7291377,39.9090943,Marshall County,ChIJZbFCZ8HgNYgR2rX3vfqd1Kk,WV
969c3172f0e04b,Lenoir County Jail,LNRNC,Lenoir County,NC,ICS,9421,2021-03-06T02:48:02.177Z,false,,Lenoir County Jail,"130 S Queen St, Kinston, NC 28501, United States",-77.5799091,35.2592252,Lenoir County,ChIJZfx9C7lKqYkRiFUltZ89Lik,NC
faae750d228f8b,CLARK COUNTY DETENTION CENTER NORTH VALLEY COMPLEX,,,NV,SECURUS,9422,2021-01-09T00:22:10.488Z,false,,Clark County Detention Center North,"4916 N Sloan Ln, Las Vegas, NV 89115, United States",-115.0419975,36.2498327,Clark County,ChIJZ7iTF4HdyIARd7bFlB4EUA4,NV
28ca56c5e10b5d,LA DOC - BB SIXTY RAYBURN CORRECTIONAL CENTER,,,LA,SECURUS,9423,2021-01-08T20:56:35.366Z,false,,B.B. Sixty Rayburn Correctional Center,"27268 LA-21, Angie, LA 70426, United States",-89.81787870000001,30.921875,Washington Parish,ChIJcWDTI-t3nYgR9v-OYSKaZUI,LA
1b6c92d470edac,AL DOC - KILBY CORRECTIONAL FACILITY,,,AL,SECURUS,9424,2021-03-01T16:58:34.470Z,false,,Alabama Department of Corrections,"12201 Wares Ferry Rd, Montgomery, AL 36117, United States",-86.10174370000001,32.3879038,Montgomery County,ChIJe1f8-PwtjIgR_K1rn0t8iLo,AL
106dd09040a855,CAPE MAY COUNTY CORRECTIONAL CENTER (NEW),,,NJ,SECURUS,9425,2021-01-09T00:28:29.130Z,false,,Cape May County Sheriff's Office,"9 N Main St, Cape May Court House, NJ 08210, United States",-74.82388830000001,39.0835942,Cape May County,ChIJ7ftuJQuvwIkRiKSxUWuQfpg,NJ
41b32cc6b92946,NV DOC - HIGH DESERT STATE PRISON,,,NV,SECURUS,9426,2021-01-09T00:24:55.940Z,false,,High Desert State Prison Adult HS,"22010 Cold Creek Rd, Indian Springs, NV 89070, United States",-115.5845189,36.5152843,Clark County,ChIJt7w0EZZ-yIAROriBAT6xez0,NV
039c888beb10f1,NY DOC - WALLKILL CORRECTIONAL FACILITY,,,NY,SECURUS,9427,2021-01-09T00:42:44.199Z,false,,NYSDOC Wallkill Correctional Facility,"50 McKendrick Rd, Wallkill, NY 12589, United States",-74.163444,41.6281345,Ulster County,ChIJRZJTDkQm3YkRwrPexaTmvbg,NY
d3a222d08aec1f,Camden County Detention,CAMMO,Camden County,MO,ICS,9428,2021-03-06T02:49:00.380Z,false,,Camden County Sheriffs Department,"1 Ct Cir NW, Camdenton, MO 65020, United States",-92.7460833,38.007787,Camden County,ChIJg3FTq13exIcRLhv6c9I9Az0,MO
74a901e8eb4dad,MONTGOMERY CITY JAIL - FEDERAL INMATES,,,AL,SECURUS,9429,2021-03-01T17:00:54.302Z,false,,Federal Prison Camp (FPC) Montgomery,"Montgomery, AL 36112, United States",-86.359905,32.3955967,Montgomery County,ChIJq7nqZyCEjogRpqqy8drwP0U,AL
f541ad95be2f71,BRRJA - LYNCHBURG ADULT DETENTION CENTER,,,VA,SECURUS,9430,2021-01-09T16:55:45.669Z,false,,Lynchburg Adult Detention,"510 9th St, Lynchburg, VA 24504, United States",-79.145341,37.4130112,,ChIJ9WyY7XLZsokRgD-_8UoalKU,VA
67fde3464595c6,NV DOC - ELY STATE PRISON,,,NV,SECURUS,9431,2021-01-09T00:24:36.604Z,false,,Nevada Ely State Prison,"4569 North State Rt, Ely, NV 89301, United States",-114.9384284,39.3855085,White Pine County,ChIJN4k0_5GssYARY_kuBTYYeYI,NV
46da1a347359c2,Monroe County Jail,MONOH,Monroe County Sheriff Office,OH,ICS,9432,2021-03-06T02:48:42.178Z,false,,Monroe County Sheriff's Office,"47129 Moore Ridge Rd, Woodsfield, OH 43793, United States",-81.11043049999999,39.7803612,Monroe County,ChIJNTnqjAAZNogRANCk-1nNhoY,OH
ef56a70e6eb274,YORK COUNTY JAIL,,,ME,SECURUS,9433,2021-01-08T21:22:55.750Z,false,,York County Jail,"1 Layman Way, Alfred, ME 04002, United States",-70.71758059999999,43.45351580000001,York County,ChIJCQyxgEm2skwRgvKssSUFimI,ME
f99501938a5163,Kansas Juvenile Correctional Centers,KSJJA,Kansas Department of Corrections Juvenile Services,KS,ICS,9434,2021-03-06T02:49:01.809Z,false,,Juvenile Correctional Complex,"1430 NW 25th St, Topeka, KS 66618, United States",-95.6816491,39.0956739,Shawnee County,ChIJ_186ENQDv4cRfp89BM-f_bA,KS
c71639fb5ce7f0,COOS COUNTY HOUSE OF CORRECTIONS,,,NH,SECURUS,9435,2021-01-09T00:27:47.320Z,false,,Coos County Corrections Department,"168 County Farm Rd, West Stewartstown, NH 03597, United States",-71.5322149,44.9896057,Coos County,ChIJbYoAxaKUtkwRZCEk09nsboA,NH
9cb39f6369be36,NV DOC - THREE LAKES VALLEY CONSERVATION AND BOOT CAMP,,,NV,SECURUS,9436,2021-01-09T00:26:33.884Z,false,,Three Lakes Valley Conservation Camp,"20825 Cold Creek Rd, Indian Springs, NV 89070, United States",-115.5550926,36.5195867,Clark County,ChIJ8be-Tap_yIAR6_nPqv8a-YA,NV
4800702366b43b,BRRJA - CAMPBELL COUNTY ADULT DETENTION CENTER,,,VA,SECURUS,9437,2021-01-09T16:55:20.142Z,false,,Campbell County Detention Center,"90 Courthouse Ln, Rustburg, VA 24588, United States",-79.1027786,37.2772464,Campbell County,ChIJt6RWPmTDsokRxyYiw3KN2IE,VA
f5e424e2a105ff,LACLEDE COUNTY SHERIFF'S DEPT JAIL,,,MO,SECURUS,9438,2021-01-09T00:13:12.540Z,false,,Laclede County Sheriff’s Office,"240 N Adams Ave, Lebanon, MO 65536, United States",-92.6643055,37.683041,Laclede County,ChIJNZtjpHA5xYcRPgvXkycLFyQ,MO
b1648fab82bcff,TDCJ - TELFORD,,,TX,SECURUS,9439,2021-01-09T02:21:37.607Z,false,,Barry B. Telford Unit,"3899 TX-98, New Boston, TX 75570, United States",-94.4780006,33.4224812,Bowie County,ChIJyYe6ASW0NYYRklYuxDnQ6vo,TX
7f3f60a495b8d3,POLK COUNTY,,,IA,SECURUS,9440,2021-03-01T18:25:27.460Z,false,,Polk County,"Polk County, IA, USA",-93.5003454,41.6278423,Polk County,ChIJu8uF2zgl7IcR6oIsamzvHr4,IA
a9b6b78188cc65,OTTAWA COUNTY MINIMUM SECURITY,,,OH,SECURUS,9441,2021-01-09T01:01:05.009Z,false,,Ottawa County Detention,"315 Madison St # 110, Port Clinton, OH 43452, United States",-82.940169,41.509815,Ottawa County,ChIJgVzsWvuyO4gRQE3k415pJyg,OH
915437f7a0d78f,PONDERA COUNTY SHERIFF'S DEPT,,,MT,SECURUS,9442,2021-01-09T00:20:09.882Z,false,,Pondera County Sheriff,"20 4th Ave SW, Conrad, MT 59425, United States",-111.9480942,48.1689732,Pondera County,ChIJ_54kLBSwaVMRSpT3QGH3b9k,MT
475dae8f00561e,LEXINGTON FAYETTE URBAN DETENTION,,,KY,SECURUS,9443,2021-01-08T20:46:58.271Z,false,,Community Corrections,"600 Old Frankfort Cir, Lexington, KY 40510, United States",-84.54482449999999,38.06596589999999,Fayette County,ChIJ9-g8o6BDQogRoyhCC8U55Ts,KY
f2704a33282feb,GA DOC - PULASKI STATE PRISON,,,GA,SECURUS,9444,2021-03-01T17:56:26.792Z,false,,Pulaski County Correctional,"373 Upper River Rd, Hawkinsville, GA 31036, United States",-83.45724179999999,32.3120472,Pulaski County,ChIJL1q3TPl68YgRICG9aiiwJAQ,GA
7933116d07ac11,SEWARD COUNTY,,,KS,SECURUS,9445,2021-01-08T20:25:18.142Z,false,,Seward County,"Seward County, KS, USA",-100.8903099,37.221014,Seward County,ChIJ31NZhiY8CIcRB7Ur_WiaEHM,KS
c29f25a596b66e,CACHE COUNTY JAIL,,,UT,SECURUS,9446,2021-01-09T02:27:56.707Z,false,,Cache County Jail,"1225 West Valley View #100, Logan, UT 84321, United States",-111.865625,41.7368662,Cache County,ChIJtwhnLY5_U4cRpz2NlL0tRgc,UT
1c42e7b0038aec,VIGIL MALDONADO DETENTION CENTER,,,NM,SECURUS,9447,2021-01-09T00:34:03.162Z,false,,Colfax County Detention Center,"444 Hereford Ave, Raton, NM 87740, United States",-104.4315699,36.8704909,Colfax County,ChIJP3nfXq_xEIcRLJ97lnu6K_g,NM
0656460fe81b63,GA DOC - WASHINGTON STATE PRISON,,,GA,SECURUS,9448,2021-03-01T17:58:24.908Z,false,,Washington State Prison,"13262 GA-24, Davisboro, GA 31018, United States",-82.5953018,32.9881011,Washington County,ChIJvb7u1FY294gRCiwcrSK6s-U,GA
89839464f470ab,Franklin County Community Based Correctional Facility,FKNOH,Franklin County Community Based Correctional Facility,OH,ICS,9449,2021-03-06T02:48:32.681Z,false,,Franklin County Community Based Correctional Facility,"1745 Alum Creek Dr, Columbus, OH 43207, United States",-82.9438071,39.9316126,Franklin County,ChIJ9xhrtHuIOIgRnYoZdrCUcaU,OH
3812b10a9a5459,Tallahatchie  MSDOC,CCICS,"CoreCivic of Tennessee, LLC",MS,ICS,9450,2021-03-06T02:48:53.423Z,false,,Tallahatchie County,"Tallahatchie County, MS, USA",-90.1869644,33.9302578,Tallahatchie County,ChIJL6fDplSMKoYRbIvoB0SKF1o,MS
ebed7f1d8dc88f,NY DOC - ORLEANS CORRECTIONAL FACILITY,,,NY,SECURUS,9451,2021-01-09T00:40:43.737Z,false,,NYSDOC Orleans Correctional Facility,"3531 Gaines Basin Rd, Albion, NY 14411, United States",-78.222479,43.24416,Orleans County,ChIJLQ002eoL1IkRaGgN1WQ473A,NY
0ec238c9dceb52,MO DOC - EASTERN RECEPTION DIAGNOSTIC & CORRECTIONAL CENTER,,,MO,SECURUS,9452,2021-01-09T00:14:05.984Z,false,,"Missouri Department of Corrections - Women's Eastern Reception, Diagnostic and Correctional Center","1101 US-54, Vandalia, MO 63382, United States",-91.4768778,39.3178793,Audrain County,ChIJFXyYQizL3YcRXAHKFGZKG5U,MO
3a44c4f830b76b,Phillips County Detention Center,PCDAR,Phillips County,AR,ICS,9454,2021-03-06T02:48:19.972Z,false,,Phillips County Sheriff's Office,"201 Perry St, Helena, AR 72342, United States",-90.585206,34.5290028,Phillips County,ChIJz1PeKr4q1YcRN2yUG2um2Fk,AR
19f7c75f928ec4,EMERY COUNTY JAIL,,,UT,SECURUS,9455,2021-01-09T02:28:30.912Z,false,,Emery County Jail,"1850 N 550 W, Castle Dale, UT 84513, United States",-111.027317,39.2432553,Emery County,ChIJqwyhbyFXSYcRfj7ULB9U33Q,UT
1ea47d89cd5bcb,GA DOC - COLUMBUS TRANSITIONAL CENTER,,,GA,SECURUS,9456,2021-03-01T17:53:01.559Z,false,,Columbus Transitional Center (GA-DOC),"Columbus, GA 31907, United States",-84.8690448,32.4941345,Muscogee County,ChIJ1UCFkcQz84gRAYaQex5XHNk,GA
cc7c57c62023b2,MO DOC - FULTON RECEPTION & DIAGNOSTIC CENTER,,,MO,SECURUS,9457,2021-01-09T00:14:24.275Z,false,,F.R.D.C. Fulton Reception and Diagnostic Center,"1393 Rte O, Fulton, MO 65251, United States",-91.92411039999999,38.8448066,Callaway County,ChIJWdAHdCeP3IcR7GeQhfuPgR0,MO
763606f20212b3,MO DOC - CREMER THERAPEUTIC COMMUNITY CENTER,,,MO,SECURUS,9458,2021-01-09T00:13:57.226Z,false,,Cremer Therapeutic Community,"689 E 2nd St, Fulton, MO 65251, United States",-91.93827499999999,38.8450197,Callaway County,ChIJ9dp3UAKP3IcR6ee4JqrSkZM,MO
18595798e9b3c2,MO DOC - WOMENS EASTERN RECEPTION DIAGNOSTIC & CORRECTIONAL CENTER,,,MO,SECURUS,9459,2021-01-09T00:16:41.580Z,false,,"Missouri Department of Corrections - Women's Eastern Reception, Diagnostic and Correctional Center","1101 US-54, Vandalia, MO 63382, United States",-91.4768778,39.3178793,Audrain County,ChIJFXyYQizL3YcRXAHKFGZKG5U,MO
cd030ac98e6550,CURRY COUNTY DETENTION CENTER,,,NM,SECURUS,9460,2021-01-09T00:28:55.291Z,false,,Curry County Detention Center,"801 Mitchell St, Clovis, NM 88101, United States",-103.2063005,34.4063469,Curry County,ChIJcZ0r1sDdAocRpolmW1k-cos,NM
60503231e58716,CASCADE COUNTY,,,MT,SECURUS,9461,2021-01-09T00:18:26.408Z,false,,Cascade County,"Cascade County, MT, USA",-111.5453227,47.4688355,Cascade County,ChIJPX17Vw22Q1MRvsl6Vj9wDAc,MT
e450d5c4c86f45,GA DOC - APPLING INTEGRATED TREATMENT FACILITY,,,GA,SECURUS,9462,2021-03-01T17:50:58.652Z,false,,Appling ITF Dept of Corrections,"Baxley, GA 31513, United States",-82.4090052,31.8046498,Appling County,ChIJt3FJPnNt8IgRTWTjFCw3E4M,GA
3ba1bd87c93f64,MULTI-COUNTY JUVENILE DETENTION CENTER,,,OH,SECURUS,9463,2021-01-09T00:59:41.148Z,false,,Multi-County Juvenile Attention System,"815 Faircrest St SW, Canton, OH 44706, United States",-81.3856799,40.751426,Stark County,ChIJZ_cEvKnbNogR8PIAYYQaBdk,OH
bef184423ee18f,TDCJ - WALLACE,,,TX,SECURUS,9464,2021-01-09T02:23:13.288Z,false,,TDCJ Wallace-Ware Unit,"1675 FM3525, Colorado City, TX 79512, United States",-100.8803057,32.3994308,Mitchell County,ChIJsdK8HiO6-IYRoUTVxofeuUU,TX
7b432338f77dd9,MUSSELSHELL COUNTY JAIL,,,MT,SECURUS,9465,2021-01-09T00:20:00.316Z,false,,Musselshell County Sheriff,"820 Main St, Roundup, MT 59072, United States",-108.5416973,46.4496704,Musselshell County,ChIJT0t31WKZR1MRzFjQhREFT2w,MT
598a135891058f,CUYAHOGA COUNTY JUVENILE DETENTION,,,OH,SECURUS,9466,2021-01-09T00:54:44.794Z,false,,Cuyahoga County Detention Center,"9300 Quincy Ave, Cleveland, OH 44106, United States",-81.6204489,41.4927781,Cuyahoga County,ChIJtVaEuXX7MIgRNwGQWEQfJf8,OH
b5c5e63f18241b,MO DOC - CHILLICOTHE CORRECTIONAL CENTER,,,MO,SECURUS,9467,2021-01-09T00:13:48.740Z,false,,MO Dept Of Corrections,"3151 Litton Rd, Chillicothe, MO 64601, United States",-93.53891449999999,39.8322059,Livingston County,ChIJJ4p799gOwocRVO4juEWwMeE,MO
77f87fa9848f2b,Topeka,KSDOC,Kansas Department of Corrections,KS,ICS,9468,2021-03-06T02:48:58.826Z,false,,Topeka,"Topeka, KS, USA",-95.67515759999999,39.0473451,Shawnee County,ChIJKXrs2uQCv4cR8KfjatDnK74,KS
9ebcd69df16716,Tallahatchie PRDOC,CCICS,"CoreCivic of Tennessee, LLC",MS,ICS,9469,2021-03-06T02:48:52.296Z,false,,Tallahatchie County,"Tallahatchie County, MS, USA",-90.1869644,33.9302578,Tallahatchie County,ChIJL6fDplSMKoYRbIvoB0SKF1o,MS
7ab88c4b256752,WEBER COUNTY KIESEL FACILITY,,,UT,SECURUS,9470,2021-01-09T16:53:48.331Z,false,,Weber County Correctional Facility,"721 W 12th St, Ogden, UT 84404, United States",-111.9935937,41.2405134,Weber County,ChIJr2bVnSAPU4cRtnRgzDJ8KY4,UT
0e184bb6918d80,MONTGOMERY CITY JAIL,,,AL,SECURUS,9471,2021-03-01T17:00:47.079Z,false,,Montgomery Jail,"320 N Ripley St, Montgomery, AL 36104, United States",-86.2976613,32.3817778,Montgomery County,ChIJsaCtGHiBjogRcgIdxuVkIHo,AL
8fcca4159d5046,Ross County Jail,ROSOH,Ross County Sheriffs Office,OH,ICS,9472,2021-03-06T02:48:50.875Z,false,,Ross County Jail,"28 N Paint St # A, Chillicothe, OH 45601, United States",-82.9828785,39.3341412,Ross County,ChIJGyke2DkJR4gRkRCd0pRIXoc,OH
417a774cf9c8f2,JEFFERSON CORRECTIONAL INSTITUTION,,,GA,SECURUS,9473,2021-03-01T18:00:11.154Z,false,,Jefferson County Prison,"1159 Clarks Mill Rd, Louisville, GA 30434, United States",-82.40724279999999,33.021036,Jefferson County,ChIJp2ZAcPRP94gRyRkmoIR2nkU,GA
616b0c463d124f,JEFFERSON COUNTY,,,GA,SECURUS,9474,2021-03-01T18:00:31.856Z,false,,Jefferson County,"Jefferson County, GA, USA",-82.4319405,33.0740753,Jefferson County,ChIJacdJe5xF94gRW_BN9lfjo74,GA
fc37ddbd43f34f,MEADE COUNTY JAIL,,,KS,SECURUS,9475,2021-01-08T20:21:39.731Z,false,,Meade County Sheriff,"223 N Meade Center St, Meade, KS 67864, United States",-100.3389976,37.2870643,Meade County,ChIJK-7DqrCWp4cRq3JWxnzs1pk,KS
5a198b028ab2b1,Lorain-Medina Community Based Correctional Facility,LMCOH,Lorain/Medina Community Based Correctional Facility,OH,ICS,9476,2021-03-06T02:48:41.318Z,false,,Lorain/Medina Community Based Correctional Facility,"9892 Murray Ridge Rd, Elyria, OH 44035, United States",-82.138153,41.346566,Lorain County,ChIJQ0Lkl06fMIgRc20wtgPLpvI,OH
0fb179ea4f34f4,NM DOC - PENITENTIARY OF NEW MEXICO,,,NM,SECURUS,9477,2021-01-09T00:31:08.642Z,false,,Penitentiary of New Mexico,"4311 NM-14, Santa Fe, NM 87504, United States",-106.0537247,35.561353,Santa Fe County,ChIJjz3JctdYGIcR8SsMCkELiRk,NM
efdd00e3d5990e,Ohio River Valley Corrections Center,ORVOH,Ohio River Valley Corrections Center,OH,ICS,9478,2021-03-06T02:48:46.597Z,false,,Ohio River Valley Juvenile Correctional Facility,"4696 Gallia Pike, Franklin Furnace, OH 45629, United States",-82.8434216,38.62688139999999,Scioto County,ChIJpZxvuxRjRogR6WVfJbia9Cc,OH
7a839139c1306b,BROWARD COUNTY - PAUL REIN DETENTION FACILITY,,,FL,SECURUS,9479,2021-03-01T17:27:28.657Z,false,,Broward County Detention Department - Paul Rein Detention Facility,"2421 NW 16th St, Pompano Beach, FL 33069, United States",-80.15722490000002,26.2499263,Broward County,ChIJyYpIVzwD2YgR9U7kHbcd6Zo,FL
9695a6a1cf7f13,CASS COUNTY JAIL,,,IA,SECURUS,9480,2021-03-01T18:24:53.267Z,false,,Cass County Sheriff,"5 W 7th St # H, Atlantic, IA 50022, United States",-95.01392279999999,41.4035387,Cass County,ChIJd3NBYoOz7IcRZyke78DrMv4,IA
f41f8d0ae362c1,TDCJ - MICHAEL,,,TX,SECURUS,9481,2021-01-09T02:13:25.072Z,false,,Michael Unit,"2664 FM2054, Tennessee Colony, TX 75886, United States",-95.9032419,31.79414299999999,Anderson County,ChIJm2ezuXaSSIYRoSrUl2ibtrc,TX
