FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,SHAPE_Length,SHAPE_Area,LONGITUDE,LATITUDE
3097,10004385,CAMP COUNTY JAIL,203 TAPP ST,PITTSBURG,TX,75686,-999,(903) 856-6651,COUNTY,OPEN,29,CAMP,48063,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tcjs.state.tx.us/index.php?linkID=325, http://www.co.camp.tx.us/default.aspx?Camp_County/Sheriff",2018/03/01 00:00:00,IMAGERY/OTHER,2020/02/11 00:00:00,NOT AVAILABLE,NOT AVAILABLE,34,0.00149988946633,181.984725363584,1.23774013774e-07,-94.96552226149996,32.9962984400001
3098,10005715,SIERRA COUNTY DETENTION FACILITY,311 N DATE ST,TRUTH OR CONSEQUENCES,NM,87901,-999,(575) 894-2537,COUNTY,OPEN,46,SIERRA,35051,USA,922140,CORRECTIONAL INSTITUTIONS,http://nmsierra.jailsoftware.com/index.php,2018/04/09 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,http://www.sierraco.org/department/138755-detention-facility,NOT AVAILABLE,-999,0.00240047497283,294.721785414336,1.71612493266e-07,-107.2498960595,33.13376386349999
3099,10005702,TAOS COUNTY ADULT DETENTION CENTER,105 ALBRIGHT ST,TAOS,NM,87571,-999,(575) 737-6410,COUNTY,OPEN,-999,TAOS,35055,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.taoscounty.org/211/Adult-Detention-Center,2018/04/09 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,https://www.taoscounty.org/211/Adult-Detention-Center,NOT AVAILABLE,84,0.00538164688761,654.313249307079,6.73493842594e-07,-105.5761546665,36.3968843640001
3100,10005927,CEDARWOOD FEMALE WORK RELEASE FACILITY,1101 CANVASBACK STREET,LAKE CHARLES,LA,70615,-999,(337) 439-5082,LOCAL,OPEN,-999,CALCASIEU,22019,USA,922140,CORRECTIONAL INSTITUTIONS,http://appellateproject.org/Docs/PRISONLISTING.pdf,2018/05/17 00:00:00,IMAGERY/OTHER,2019/12/16 00:00:00,https://doc.louisiana.gov/?s=CEDARWOOD+FEMALE+WORK+RELEASE+FACILITY,MINIMUM,-999,0.00169319387605,211.068806959301,1.30130516987e-07,-93.15962474749995,30.225332382000047
3101,10005926,WHITE CASTLE TOWN JAIL,32535 BOWIE STREET,WHITE CASTLE,LA,70788,-999,(225) 545-2484,LOCAL,OPEN,0,IBERVILLE,22047,USA,922140,CORRECTIONAL INSTITUTIONS,http://towcla.com/,2016/02/15 00:00:00,IMAGERY/OTHER,2019/12/16 00:00:00,http://towcla.com/,NOT AVAILABLE,-999,0.00193233521998,236.661607570359,2.11193026939e-07,-91.146638993,30.16937439600005
3102,10005925,ROSEDALE VILLAGE JAIL,76535 STATE ROUTE 76,ROSEDALE,LA,70772,-999,(225) 687-5190,LOCAL,CLOSED,0,IBERVILLE,22047,USA,922140,CORRECTIONAL INSTITUTIONS,http://ibervilleparish.com/About/Village-of-Rosedale,2018/05/17 00:00:00,IMAGERY/OTHER,2019/12/16 00:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.00137883698153,167.643302955935,1.11533955547e-07,-91.45259300799995,30.4415147105
3103,10003790,LEA COUNTY CORRECTIONAL FACILITY,6900 W MILLEN DR,HOBBS,NM,88240,-999,(575) 392-4055,MULTI,OPEN,1150,LEA,35025,USA,922140,CORRECTIONAL INSTITUTIONS,"http://cd.nm.gov/pio/docs/2013-2014_Annual_Report.pdf, https://www.geogroup.com/Locations",2017/10/13 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,https://www.geogroup.com/Locations,MAXIMUM,1200,0.0123266231946,1497.9977238559,9.0975921073e-06,-103.2251519775,32.7640911855001
3104,10003766,SAN JUAN COUNTY ADULT DETENTION CENTER,871 ANDREA DR,FARMINGTON,NM,87401,-999,(505) 566-4500,COUNTY,OPEN,631,SAN JUAN,35045,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.sjcounty.net/departments/athrug/adult,2018/04/09 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,https://www.sjcounty.net/departments/athrug/adult,MAXIMUM,1091,0.00740227701458,906.66744920808,1.83621809018e-06,-108.1383239445,36.721172839500056
3105,10003778,SAN MIGUEL COUNTY DETENTION CENTER,26 NEW MEXICO 283,LAS VEGAS,NM,87701,-999,(505) 454-7403,COUNTY,OPEN,72,SAN MIGUEL,35047,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.co.sanmiguel.nm.us/departments/detention_center.php, https://www.nmlegis.gov/handouts/CCJ%20052716%20Item%203%20NM%20County%20Jails%20An%20Overview.pdf",2016/05/27 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,http://www.co.sanmiguel.nm.us/departments/detention_center.php,NOT AVAILABLE,150,0.00321759965412,398.747232664552,4.87492186011e-07,-105.22860368799999,35.558586814500046
3106,10001913,NORTHERN STATE CORRECTIONAL FACILITY,2559 GLEN RD,NEWPORT,VT,05855,-999,(802) 334-3364,STATE,OPEN,414,ORLEANS,50019,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.vermont.gov/custody-supervision/facilities/nscf,2016/12/30 00:00:00,IMAGERY/OTHER,2020/02/25 00:00:00,https://doc.vermont.gov/custody-supervision/facilities/nscf,MEDIUM,433,0.00964204480494,1312.57711957662,4.80516692682e-06,-72.19065786499995,44.9062724005
3107,10001116,NORTHWEST STATE CORRECTIONAL FACILITY,3649 LOWER NEWTON RD,SWANTON,VT,05488,-999,(802) 524-6771,STATE,OPEN,215,FRANKLIN,50011,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.vermont.gov/custody-supervision/facilities/nwscf,2016/12/30 00:00:00,IMAGERY/OTHER,2020/02/25 00:00:00,https://doc.vermont.gov/custody-supervision/facilities/nwscf,CLOSE,246,0.0131348022891,1698.49626768334,9.74263966146e-06,-73.13232929349999,44.850109077000056
3108,10006261,MADISON COUNTY JAIL / SHERIFF,201 WEST MAIN STREET,HUNTSVILLE,AR,72740,-999,(479) 738-2320,COUNTY,OPEN,1,MADISON,05087,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.mcso.ar.gov/AAA%20MCSO%20Offenders.html,2018/01/29 00:00:00,IMAGERY/OTHER,2019/11/11 00:00:00,http://www.mcso.ar.gov/AAA%20MCSO%20Home.html,NOT AVAILABLE,9,0.00120820174778,148.339051192165,8.95704192266e-08,-93.73659311199995,36.087089845500046
3109,10002436,RIVER CITY CORRECTIONAL CENTER,3220 COLERAIN AVE,CINCINNATI,OH,45225,-999,(513) 946-6800,STATE,OPEN,212,HAMILTON,39061,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.drc.ohio.gov/river-city,2017/06/24 00:00:00,IMAGERY/OTHER,2020/02/20 00:00:00,https://www.drc.ohio.gov/river-city,MINIMUM,220,0.00490217872186,607.960253357924,1.05530793544e-06,-84.53637307849995,39.141877018500054
3110,10003767,SAN JUAN COUNTY JUVENILE SERVICES CENTER,851 ANDREA DR,FARMINGTON,NM,87401,-999,(505) 324-5800,COUNTY,OPEN,15,SAN JUAN,35045,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.sjcounty.net/departments/hthruz/juvenile,2017/04/26 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,https://www.sjcounty.net/departments/hthruz/juvenile,JUVENILE,47,0.00611266192298,747.163862039188,1.36334270349e-06,-108.137852293,36.7253453405001
3111,10003771,SANTA FE COUNTY YOUTH DEVELOPMENT FACILITY,4250 AIRPORT RD,SANTA FE,NM,87507,-999,(505) 424-5605,COUNTY,OPEN,40,SANTA FE,35049,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.nmlegis.gov/handouts/CCJ%20052716%20Item%203%20NM%20County%20Jails%20An%20Overview.pdf,2016/05/27 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,https://www.santafecountynm.gov/corrections,JUVENILE,63,0.00543939494704,665.676148074362,1.30848853119e-06,-106.02185674,35.6375188645001
3112,10003782,CIBOLA COUNTY DETENTION CENTER,114 MCBRIDE RD,GRANTS,NM,87020,-999,NOT AVAILABLE,COUNTY,CLOSED,0,CIBOLA,35006,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.co.cibola.nm.us/detcent.php, https://www.usnews.com/news/best-states/new-mexico/articles/2017-07-19/new-mexicos-cibola-county-detention-center-to-close",2017/07/19 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,NOT AVAILABLE,NOT AVAILABLE,260,0.00496648781292,601.249780367906,5.54810957315e-07,-107.811639976,35.12984858150005
3113,10003784,REGIONAL CORRECTIONAL CENTER,415 ROMA AVE NW,ALBUQUERQUE,NM,87102,-999,(505) 843-9011,FEDERAL,CLOSED,0,BERNALILLO,35001,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.koat.com/article/developer-makes-1-000-offer-for-old-downtown-jail/5064619,2015/06/12 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,NOT AVAILABLE,MAXIMUM,970,0.00274162937314,341.636131728181,4.20408635501e-07,-106.651428089,35.0897767055
3114,10003780,CIBOLA COUNTY CORRECTIONAL CENTER,2000 CIBOLA LOOP,MILAN,NM,87021,-999,(505) 285-4900,FEDERAL,OPEN,689,CIBOLA,35006,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.immigrantjustice.org/sites/default/files/uploaded-files/no-content-type/2017-06/ICE_detention_list_April2017_0.pdf, http://www.cca.com/locations",2017/10/13 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,http://www.cca.com/locations,MINIMUM,1129,0.0106838719356,1336.73680752302,5.78639091424e-06,-107.90785865000001,35.1797926675
3115,10001918,NORTHEAST CORRECTIONAL COMPLEX,1270 US ROUTE 5,ST. JOHNSBURY,VT,05819,-999,(802) 748-8151,STATE,OPEN,118,CALEDONIA,50005,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.vermont.gov/custody-supervision/facilities/ccwc,2016/12/30 00:00:00,IMAGERY/OTHER,2020/02/25 00:00:00,https://doc.vermont.gov/custody-supervision/facilities/ccwc,NOT AVAILABLE,109,0.0050310276864,652.201576579043,9.66548655662e-07,-72.02785936549995,44.39625365150005
3116,10000093,SOUTHEAST STATE CORRECTIONAL FACILITY - WINDSOR,546 STATE FARM RD,WINDSOR,VT,05089,-999,(802) 674-6717,STATE,CLOSED,0,WINDSOR,50027,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.vnews.com/Only-staff-remains-and-Windsor-prison-closes-down-208-years-after-the-first-prison-opened-on-State-Street-in-1809-13432197,2017/11/01 00:00:00,IMAGERY/OTHER,2020/02/25 00:00:00,https://www.vnews.com/Only-staff-remains-and-Windsor-prison-closes-down-208-years-after-the-first-prison-opened-on-State-Street-in-1809-13432197,NOT AVAILABLE,106,0.0129070259218,1684.94284873837,8.39465827932e-06,-72.42571084,43.5001938155001
3117,10004976,DALE CORRECTIONAL FACILITY,103 S MAIN ST,WATERBURY,VT,05676,-999,NOT AVAILABLE,STATE,CLOSED,0,WASHINGTON,50023,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.vtcng.com/stowereporter/archives/waterbury-worries-about-closing-dale-prison-facility/article_e7e0e92a-de6f-5aa6-94e8-dd7b8752f8e4.html,2008/05/02 00:00:00,IMAGERY/OTHER,2020/02/25 00:00:00,https://www.vtcng.com/stowereporter/archives/waterbury-worries-about-closing-dale-prison-facility/article_e7e0e92a-de6f-5aa6-94e8-dd7b8752f8e4.html,NOT AVAILABLE,-999,0.0187049965428,2369.00921219725,1.14109699948e-05,-72.7530094405,44.3316871410001
3118,10006807,ROBERT L PERRY JUVENILE JUSTICE CENTER,5665 N. ROGER I. WILSON MEMORIAL DRIVE,COLUMBIA,MO,65202,-999,(573) 886-4450,COUNTY,OPEN,-999,BOONE,29019,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.courts.mo.gov/hosted/circuit13/courtoffices/jjchome.htm,2018/03/23 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,https://www.courts.mo.gov/hosted/circuit13/courtoffices/jjchome.htm,JUVENILE,21,0.00248156117082,312.79090879693,2.48769600846e-07,-92.3073433715,39.01259023300005
3119,10005403,CEDAR COUNTY JAIL / SHERIFF,202 SOUTH HIGH STREET,STOCKTON,MO,65785,-999,(417) 276-6700 EXT 251,COUNTY,OPEN,-999,CEDAR,29039,USA,922140,CORRECTIONAL INSTITUTIONS,http://cedarcountymo.gov/sheriff,2018/03/26 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,http://cedarcountymo.gov/sheriff,NOT AVAILABLE,56,0.00152290516733,191.935148412943,1.3323866485e-07,-93.79715795499995,37.69763529250005
3120,10005837,CLARK COUNTY JAIL,518 NORTH LINCOLN STREET,KAHOKA,MO,63445,-999,(660) 727-2911,COUNTY,OPEN,-999,CLARK,29045,USA,922140,CORRECTIONAL INSTITUTIONS,http://clarkcountymo.org/sheriff/,2018/03/26 00:00:00,IMAGERY/OTHER,2020/01/31 00:00:00,http://clarkcountymo.org/sheriff/,NOT AVAILABLE,28,0.00136261841793,172.400765724338,8.21909824761e-08,-91.71848335249994,40.42512354450005
3121,10006666,HOWARD CENTER - PARK STREET PROGRAM,77 PARK STREET,RUTLAND,VT,05701,-999,(212) 677-5093,STATE,OPEN,7,RUTLAND,50021,USA,922140,CORRECTIONAL INSTITUTIONS,https://dcf.vermont.gov/sites/dcf/files/Youth/PREA-HCTH-2018.pdf,2015/06/10 00:00:00,IMAGERY/OTHER,2020/02/25 00:00:00,https://howardcenter.org/all-programs/,JUVENILE,12,0.0028063405504,355.449183649624,4.50045474454e-07,-72.9769295649999,43.5957103840001
3122,10006251,TERREBONNE PARISH ANNEX JAIL,7857 MAIN ST.,HOUMA,LA,70361,-999,(985) 876-2500,COUNTY,OPEN,48,TERREBONNE,22109,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.tpso.net/Annex.aspx,2017/09/29 00:00:00,IMAGERY/OTHER,2019/12/16 00:00:00,http://www.tpso.net/Annex.aspx,NOT AVAILABLE,68,0.00171618142801,205.906142748466,1.8348801645e-07,-90.722256919,29.5957546515001
3123,10001664,TERREBONNE CRIMINAL JUSTICE COMPLEX,3211 GRAND CAILLOU RD,HOUMA,LA,70361,-999,(985) 857-0361,COUNTY,OPEN,589,TERREBONNE,22109,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.tpso.net/CJC.aspx,2017/09/29 00:00:00,IMAGERY/OTHER,2019/12/16 00:00:00,http://www.tpso.net/CJC.aspx,MAXIMUM,700,0.0102001222413,1214.41066320415,5.86537751109e-06,-90.6738208335,29.52008327750005
3124,10006667,204 DEPOT STREET PROGRAM,204 DEPOT STREET,BENNINGTON,VT,05201,-999,(802) 442-6156,STATE,OPEN,8,BENNINGTON,50003,USA,922140,CORRECTIONAL INSTITUTIONS,https://dcf.vermont.gov/sites/dcf/files/Youth/PREA-204D-2017.pdf,2017/06/09 00:00:00,IMAGERY/OTHER,2020/02/25 00:00:00,https://seallinc.org/204-depot-program/,JUVENILE,8,0.000733539272294,91.8197274882856,3.02022491742e-08,-73.19888914549995,42.882329077500046
3125,10003785,TORRANCE COUNTY DETENTION FACILITY,209 E ALAN AYERS RD,ESTANCIA,NM,87016,-999,(505) 384-2711,MULTI,CLOSED,0,TORRANCE,35057,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cca.com/facilities/torrance-county-detention-facility, https://www.usnews.com/news/best-states/new-mexico/articles/2017-07-26/private-jail-owner-corecivic-to-close-torrance-county-jail",2017/07/26 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,http://www.cca.com/facilities/torrance-county-detention-facility,CLOSE,910,0.0108714490405,1297.34788489607,5.91810481156e-06,-106.0185073215,34.767406687000005
3126,10003791,OTERO COUNTY PRISON FACILITY,10 MCGREGOR RANGE RD,CHAPARRAL,NM,88081,-999,(575) 824-4884,MULTI,OPEN,1004,OTERO,35035,USA,922140,CORRECTIONAL INSTITUTIONS,"http://cd.nm.gov/pio/docs/2013-2014_Annual_Report.pdf, http://www.mtctrains.com/corrections/#locations",2017/10/09 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,http://www.mtctrains.com/corrections/#locations,MAXIMUM,1418,0.00840221993442,997.533624417996,4.1018586585e-06,-106.2780534905,32.07842065100005
3127,10003794,"SOUTHERN NM CORRECTIONAL FACILITY, LEVEL II UNIT",1983 JOE R SILVA BLVD,LAS CRUCES,NM,88004,0639,(575) 523-3200,STATE,OPEN,271,DONA ANA,35013,USA,922140,CORRECTIONAL INSTITUTIONS,https://cd.nm.gov/nmcd-prison-facilities/southern-new-mexico-correctional-facility/,2017/07/21 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,https://cd.nm.gov/nmcd-prison-facilities/southern-new-mexico-correctional-facility/,MINIMUM,300,0.00771704468839,932.630472103103,3.75270004049e-06,-106.9461999565,32.2494542300001
3128,10001959,BERNALILLO COUNTY YOUTH SERVICES CENTER,5100 2ND ST NW,ALBUQUERQUE,NM,87107,-999,(505) 468-7236,COUNTY,OPEN,33,BERNALILLO,35001,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.bernco.gov/youth-services-center/,2018/04/06 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,https://www.bernco.gov/youth-services-center/,JUVENILE,78,0.00766398326037,906.035062516489,1.66034320393e-06,-106.63711163900001,35.132756478000104
3129,10005711,CATRON COUNTY DETENTION CENTER,101 MAIN ST,RESERVE,NM,87830,-999,(505) 533-6222,COUNTY,OPEN,-999,CATRON,35003,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.nmjustice.net/nmsc/juvenile/program.php?id=6028, https://www.nmlegis.gov/handouts/CCJ%20052716%20Item%203%20NM%20County%20Jails%20An%20Overview.pdf",2016/05/27 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,NOT AVAILABLE,NOT AVAILABLE,10,0.00131677038178,156.156619549544,8.17674630066e-08,-108.757704468,33.71239198150005
3130,10001248,CHAVES COUNTY ADULT DETENTION CENTER,3701 S ATKINSON,ROSWELL,NM,88203,-999,(575) 624-6517,COUNTY,OPEN,-999,CHAVES,35005,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.co.chaves.nm.us/148/Departments, https://www.nmlegis.gov/handouts/CCJ%20052716%20Item%203%20NM%20County%20Jails%20An%20Overview.pdf",2016/05/27 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,https://www.co.chaves.nm.us/148/Departments,NOT AVAILABLE,400,0.0083188914375,1031.92008791771,3.91493090304e-06,-104.50423769599999,33.3517226605
3131,10005714,CHAVES COUNTY JUVENILE DETENTION CENTER,119 E FOURTH ST,ROSWELL,NM,88201,-999,(575) 624-6519,COUNTY,OPEN,-999,CHAVES,35005,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.nmjustice.net/nmsc/juvenile/program.php?id=288,2016/02/15 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,https://www.co.chaves.nm.us/148/Departments,JUVENILE,16,0.00166399975398,198.417689867349,1.19511958245e-07,-104.52149871200001,33.3967065005001
3132,10003768,COLFAX COUNTY VIGIL-MALDONADO DETENTION CENTER,444 HEREFORD STREET,RATON,NM,87740,-999,(575) 445-3691,COUNTY,OPEN,-999,COLFAX,35007,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.co.colfax.nm.us/government/departments.php,2018/04/06 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,http://www.co.colfax.nm.us/government/departments.php,NOT AVAILABLE,42,0.00181586801114,233.227485519723,1.53065677925e-07,-104.43158691400001,36.87048162050005
3133,10005707,CURRY COUNTY ADULT DETENTION CENTER,801 MITCHELL ST,CLOVIS,NM,88101,-999,NOT AVAILABLE,COUNTY,OPEN,209,CURRY,35009,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.curryjail.com/,2018/04/06 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,http://www.curryjail.com/,NOT AVAILABLE,258,0.00266038712136,333.244700108379,3.36912236475e-07,-103.20627782349999,34.406266748
3134,10005708,CURRY COUNTY JUVENILE DETENTION CENTER,700 N MAIN ST,CLOVIS,NM,88101,-999,NOT AVAILABLE,COUNTY,OPEN,10,CURRY,35009,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.curryjail.com/,2016/02/15 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,http://www.curryjail.com/,JUVENILE,17,0.00155676512528,192.842895599726,1.12518956095e-07,-103.20595542800001,34.405105036
3135,10003970,GLENDALE CITY JAIL,6835 NORTH 57 DRIVE,GLENDALE,AZ,85301,-999,(623) 930-3020,LOCAL,OPEN,-999,MARICOPA,04013,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.glendaleaz.com/court/, https://www.jailexchange.com/city-and-county-jails/arizona/gila-county/gila-county-juvenile-detention-center/inmate-search-and-mugshots",2018/05/15 00:00:00,IMAGERY/OTHER,2019/11/13 00:00:00,NOT AVAILABLE,NOT AVAILABLE,28,0.00297034533633,372.282314135763,5.32327177114e-07,-112.18207621600001,33.537493488000095
3136,10005718,HIDALGO COUNTY DETENTION CENTER,83 OLD HWY 70,LORDSBURG,NM,88045,-999,(575) 542-3050,COUNTY,OPEN,-999,HIDALGO,35023,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.hidalgocounty.org/index.php/services/law-enforcement/, https://www.nmlegis.gov/handouts/CCJ%20052716%20Item%203%20NM%20County%20Jails%20An%20Overview.pdf",2016/05/27 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,http://www.hidalgocounty.org/index.php/services/law-enforcement/,NOT AVAILABLE,158,0.00418111523771,501.867952154807,1.0401237804e-06,-108.66637402149999,32.337479699000056
3137,10003789,LEA COUNTY DETENTION CENTER,1401 S COMMERCIAL,LOVINGTON,NM,88260,-999,(575) 396-8669,COUNTY,OPEN,318,LEA,35025,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.leacounty.net/p/departments/law-and-safety/detention-center,2018/04/04 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,https://www.leacounty.net/p/departments/law-and-safety,NOT AVAILABLE,432,0.00669818599999,825.647399999201,1.41928961783e-06,-103.339082142,32.934346908000094
3138,10001244,WESTERN NM CORRECTIONAL FACILITY,2111 LOBO CANYON RD,GRANTS,NM,87020,-999,(505) 876-8300,STATE,OPEN,357,CIBOLA,35006,USA,922140,CORRECTIONAL INSTITUTIONS,https://cd.nm.gov/nmcd-prison-facilities/western-new-mexico-correctional-facility/,2015/04/30 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,https://cd.nm.gov/nmcd-prison-facilities/western-new-mexico-correctional-facility/,CLOSE,440,0.0157429614338,1914.88916787926,9.17781650324e-06,-107.79837468650001,35.18035098800005
3139,10003775,"PENITENTIARY OF NEW MEXICO, LEVEL II UNIT",4311 STATE HWY 14,SANTA FE,NM,87504,-999,(505) 827-8201,STATE,OPEN,191,SANTA FE,35049,USA,922140,CORRECTIONAL INSTITUTIONS,https://cd.nm.gov/nmcd-prison-facilities/penitentiary-of-new-mexico/,2020/02/04 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,https://cd.nm.gov/nmcd-prison-facilities/penitentiary-of-new-mexico/,MINIMUM,-999,0.00735804751601,861.724106711269,2.55768659437e-06,-106.0642770215,35.5665579815
3140,10003774,"PENITENTIARY OF NEW MEXICO, LEVEL V UNIT",4311 STATE HWY 14,SANTA FE,NM,87504,-999,(505) 827-8201,STATE,OPEN,300,SANTA FE,35049,USA,922140,CORRECTIONAL INSTITUTIONS,https://cd.nm.gov/nmcd-prison-facilities/penitentiary-of-new-mexico/,2020/02/04 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,https://cd.nm.gov/nmcd-prison-facilities/penitentiary-of-new-mexico/,MAXIMUM,-999,0.0159169945957,1963.41415699161,1.46367598757e-05,-106.068073834,35.56105963800005
3141,10003773,"PENITENTIARY OF NEW MEXICO, LEVEL VI UNIT",4311 STATE HWY 14,SANTA FE,NM,87504,-999,(505) 827-8201,STATE,OPEN,300,SANTA FE,35049,USA,922140,CORRECTIONAL INSTITUTIONS,https://cd.nm.gov/nmcd-prison-facilities/penitentiary-of-new-mexico/,2020/02/04 00:00:00,IMAGERY/OTHER,2020/02/04 00:00:00,https://cd.nm.gov/nmcd-prison-facilities/penitentiary-of-new-mexico/,MAXIMUM,-999,0.0162619703782,1995.5774329238,1.46091117344e-05,-106.0690445265,35.568894953500106
3142,10003969,SALT RIVER DEPARTMENT OF CORRECTIONS,3213 NORTH LONGMORE ROAD,SCOTTSDALE,AZ,85256,-999,(570) 427-8541,LOCAL,OPEN,-999,MARICOPA,04013,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.facebook.com/pages/Salt-River-Department-of-Corrections/159281064114129,2018/05/15 00:00:00,IMAGERY/OTHER,2019/11/13 00:00:00,https://www.srpmic-nsn.gov/government/doc/facility/,MAXIMUM,186,0.00487679356382,587.526543414576,1.20245324692e-06,-111.864041512,33.48517770400005
3143,10003949,HOPE PROGRAM,11712 VANDOREN LANE,FOUNTAIN,FL,32438,-999,NOT AVAILABLE,STATE,CLOSED,0,BAY,12005,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.publicschoolreview.com/school_ov/school_id/16872,2015/10/31 00:00:00,IMAGERY/OTHER,2019/12/12 00:00:00,NOT AVAILABLE,JUVENILE,32,0.00314924723531,372.431309482372,5.56048966382e-07,-85.43201787249996,30.46022078950005
3144,10003954,NAVAJO COUNTY JUVENILE DETENTION CENTER,100 EAST CARTER DRIVE,HOLBROOK,AZ,86025,-999,(928) 524-4258,COUNTY,OPEN,-999,NAVAJO,04017,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.navajocountyaz.gov/Departments/Superior-Court,2018/05/15 00:00:00,IMAGERY/OTHER,2019/11/13 00:00:00,http://www.navajocountyaz.gov/Departments/Superior-Court/Juvenile-Detention,JUVENILE,40,0.0035246682998,418.302490738992,7.27080955113e-07,-110.1555852345,34.869752373500006
3145,10003613,YELL COUNTY JUVENILE DETENTION CENTER,203 EAST 4TH STREET,DANVILLE,AR,72833,-999,(479) 495-7739,COUNTY,CLOSED,-999,YELL,05149,USA,922140,CORRECTIONAL INSTITUTIONS,https://arktimes.com/arkansas-blog/2014/12/24/state-to-stop-placing-youths-in-yell-county-detention,2020/05/28 00:00:00,IMAGERY/OTHER,2019/11/11 00:00:00,NOT AVAILABLE,JUVENILE,24,0.00164607568641,199.788328980884,1.51963450521e-07,-93.393267089,35.0580956605
3146,10003618,ARKANSAS STATE HOSPITAL,305 SOUTH PALM STREET,LITTLE ROCK,AR,72205,-999,(501) 686-9000,STATE,OPEN,-999,PULASKI,05119,USA,922140,CORRECTIONAL INSTITUTIONS,http://humanservices.arkansas.gov/dbhs/pages/arstatehospital.aspx,2014/09/23 00:00:00,IMAGERY/OTHER,2019/11/11 00:00:00,http://humanservices.arkansas.gov/dbhs/pages/arstatehospital.aspx,NOT AVAILABLE,226,0.0067839050749,855.616829810945,1.82801460374e-06,-92.32453222149995,34.74985397250005
