uid,facilityInternal,agencyInternal,agencyFullNameInternal,stateInternal,company,canonicalFacilityId,created,hidden_override,notes,googlePlaceName,address,longitude,latitude,county,googlePlaceId,state,g_name_sim,internal_name_sim,max_name_similarity,hidden,HIFLDID,name_override,jurisdiction_override,address_override,longitude_override,latitude_overrride,state_override,county_override,countyFIPS_override,HIFLDID_override,UCLACovid19ID_override,facilityInternal_x,SHAPE_Length,facilityInternal_y,googlePlaceName_x,googlePlaceName_y
6dc2aca0d3f6dd,,,,GA,SECURUS,10378.0,2021-03-01T17:54:58.440Z,False,,MACON STATE PRISON,"2728 GA-49, Oglethorpe, GA 31068, United States",-84.0913509,32.2589934,Macon County,ChIJhfaPWpey84gRVC-K__BxgKY,GA,100.0,19.0,100.0,False,10002137,,,,,,,,,,, MACON STATE PRISON,1635.85841543692,MACON STATE PRISON,,
aca05842d072ab,,,,GA,SECURUS,10379.0,2021-03-01T17:55:05.942Z,False,,MACON TRANSITIONAL CENTER,"200 Henry St, Macon, GA 31206, United States",-83.63785349999999,32.8149536,Bibb County,ChIJF9NwhC3884gRVFPTEDkvI6g,GA,100.0,21.0,100.0,False,10001423,,,,,,,,,,, MACON TRANSITIONAL CENTER,447.604427673463,MACON TRANSITIONAL CENTER,,
be124b5d4610ff,,,,GA,SECURUS,10380.0,2021-03-01T17:55:36.471Z,False,,METRO TRANSITIONAL CENTER,"1303 Constitution Rd SE, Atlanta, GA 30316, United States",-84.336397,33.6885252,DeKalb County,ChIJ9ZKINesB9YgRT3loTJN6kTQ,GA,100.0,21.0,100.0,False,10001414,,,,,,,,,,, METRO TRANSITIONAL CENTER,266.51168861265,METRO TRANSITIONAL CENTER,,
7bd2edac30d5c9,,,,GA,SECURUS,10381.0,2021-03-01T17:55:51.737Z,False,,MONTGOMERY STATE PRISON,"650 Mt Vernon Alston Rd, Mt Vernon, GA 30445, United States",-82.5662416,32.1619422,Montgomery County,ChIJu_vtwTX18IgRyKOLGoqPPIA,GA,100.0,15.0,100.0,False,10000308,,,,,,,,,,, MONTGOMERY STATE PRISON,685.535267893485,MONTGOMERY STATE PRISON,,
3933906ea90466,,,,GA,SECURUS,10382.0,2021-03-01T17:56:12.916Z,False,,PHILLIPS STATE PRISON,"2989 W Rock Quarry Rd NE, Buford, GA 30519, United States",-83.9107214,34.0940242,Gwinnett County,ChIJtQ-m-6Hs9YgRae4aZM4s6ks,GA,100.0,17.0,100.0,False,10002106,,,,,,,,,,, PHILLIPS STATE PRISON,1683.87852610994,PHILLIPS STATE PRISON,,
557aa8b722d0de,,,,GA,SECURUS,10383.0,2021-03-01T17:56:20.056Z,False,,PHILLIPS TRANSITIONAL CENTER,"2989 W Rock Quarry Rd NE, Buford, GA 30519, United States",-83.9103243,34.09455370000001,Gwinnett County,ChIJtQ-m-6Hs9YgR7JZRpSdDmgI,GA,100.0,19.0,100.0,False,10002105,,,,,,,,,,, PHILLIPS TRANSITIONAL CENTER,366.184128862791,PHILLIPS TRANSITIONAL CENTER,,
33eae35cb9d535,,,,GA,SECURUS,10384.0,2021-03-01T17:56:34.478Z,False,,RIVERBEND CORRECTIONAL FACILITY,"196 Laying Farm Rd, Milledgeville, GA 31061, United States",-83.2191624,33.0280454,Baldwin County,ChIJH0etYa3J9ogRVi_z5RfWorE,GA,100.0,18.0,100.0,False,10006322,,,,,,,,,,, RIVERBEND CORRECTIONAL FACILITY,1213.29143051412,RIVERBEND CORRECTIONAL FACILITY,,
ecab84a9c0821a,,,,GA,SECURUS,10385.0,2021-03-01T17:56:41.200Z,False,,ROGERS STATE PRISON,"1978 GA-147, Reidsville, GA 30453, United States",-82.1795355,32.001711,Tattnall County,ChIJsWJnU52D-ogRMiVaGRnVHj8,GA,100.0,18.0,100.0,False,10000310,,,,,,,,,,, ROGERS STATE PRISON,1748.43777044467,ROGERS STATE PRISON,,
4e417119b4857e,,,,GA,SECURUS,10386.0,2021-03-01T17:56:48.487Z,False,,RUTLEDGE STATE PRISON,"7175 Manor Rd, Columbus, GA 31907, United States",-84.8663699,32.4959948,Muscogee County,ChIJexrysdwz84gRgz_TkHUTsNY,GA,100.0,17.0,100.0,False,10000304,,,,,,,,,,, RUTLEDGE STATE PRISON,1214.30450663066,RUTLEDGE STATE PRISON,,
5324c476bc1016,,,,GA,SECURUS,10387.0,2021-03-01T17:57:06.685Z,False,,SMITH TRANSITIONAL CENTER,"8631 US-301, Claxton, GA 30417, United States",-81.8944667,32.1797864,Evans County,ChIJP77jmKFh-ogRfd-2CPJgxqs,GA,100.0,21.0,100.0,False,10004515,,,,,,,,,,, SMITH TRANSITIONAL CENTER,476.711884356067,SMITH TRANSITIONAL CENTER,,
d153b4ad8bb2c2,,,,GA,SECURUS,10388.0,2021-03-01T17:57:13.393Z,False,,TELFAIR STATE PRISON,"170 Long Bridge Rd, McRae-Helena, GA 31037, United States",-82.90956109999999,32.0859527,Telfair County,ChIJxQ_uHEyr8YgRduNFvc1h1ZU,GA,100.0,17.0,100.0,False,10000316,,,,,,,,,,, TELFAIR STATE PRISON,1591.72139923265,TELFAIR STATE PRISON,,
11bf27a71ad812,,,,GA,SECURUS,10389.0,2021-03-01T17:57:50.686Z,False,,VALDOSTA STATE PRISON,"3259 Val Tech Rd, Valdosta, GA 31602, United States",-83.3451042,30.8583537,Lowndes County,ChIJubmkYSxk7ogRt1toabTOkUM,GA,100.0,17.0,100.0,False,10000328,,,,,,,,,,, VALDOSTA STATE ANNEX,1731.44226529571,VALDOSTA STATE PRISON,,
2852a2d4695df8,,,,GA,SECURUS,10390.0,2021-03-01T17:57:56.969Z,False,,VALDOSTA STATE PRISON,"3259 Val Tech Rd, Valdosta, GA 31602, United States",-83.3451042,30.8583537,Lowndes County,ChIJubmkYSxk7ogRt1toabTOkUM,GA,100.0,17.0,100.0,False,10000328,,,,,,,,,,, VALDOSTA STATE PRISON,1731.44226529571,VALDOSTA STATE PRISON,,
b692a8821c203a,,,,GA,SECURUS,10391.0,2021-03-01T17:58:03.816Z,False,,VALDOSTA TRANSITIONAL CENTER,"363 Gil Harbin Industrial Blvd, Valdosta, GA 31601, United States",-83.2674095,30.8056892,Lowndes County,ChIJF55hNrZg7ogRAmmhoC1uVvk,GA,100.0,19.0,100.0,False,10001432,,,,,,,,,,, VALDOSTA TRANSITIONAL CENTER,333.913371148217,VALDOSTA TRANSITIONAL CENTER,,
ad3cbecfc3d5f2,,,,GA,SECURUS,10392.0,2021-03-01T17:58:10.714Z,False,,WALKER STATE PRISON,"97 Kevin Ln, Rock Spring, GA 30739, United States",-85.260964,34.8106072,Walker County,ChIJJZOvoohqYIgR8xYZmamm7N0,GA,100.0,18.0,100.0,False,10000283,,,,,,,,,,, WALKER STATE PRISON/NW RESIDENTIAL TREATMENT FACILITY,1279.67513175297,WALKER STATE PRISON,,
b1654ec9a08d31,,,,GA,SECURUS,10393.0,2021-03-01T17:58:17.746Z,False,,WARE STATE PRISON,"3620 Harris Rd, Waycross, GA 31503, United States",-82.3953247,31.2586097,Ware County,ChIJoVoCr9L674gRXs-0VNL4pGM,GA,100.0,20.0,100.0,False,10002147,,,,,,,,,,, WARE STATE PRISON,1758.60791978487,WARE STATE PRISON,,
4ce73bd1b20566,,,,GA,SECURUS,10394.0,2021-03-01T17:58:46.891Z,False,,WHEELER CORRECTIONAL FACILITY,"195 N Broad St, Alamo, GA 30411, United States",-82.7828676,32.1469167,Wheeler County,ChIJMa95WStW8IgRZZ1b6JJFdiI,GA,100.0,12.0,100.0,False,10002142,,,,,,,,,,, WHEELER CORRECTIONAL FACILITY,1217.88023928825,WHEELER CORRECTIONAL FACILITY,,
3af61b35e522ed,,,,GA,SECURUS,10395.0,2021-03-01T17:58:53.396Z,False,,WHITWORTH WOMEN'S FACILITY,"414 Valley Hart Rd, Hartwell, GA 30643, United States",-82.9383007,34.3120882,Hart County,ChIJR_UflC-AWIgRu6jNZ-Ll9ZY,GA,100.0,14.0,100.0,False,10004453,,,,,,,,,,, WHITWORTH WOMENS FACILITY,780.925850179281,WHITWORTH WOMEN'S FACILITY,,
aa7c8a799d0346,,,,GA,SECURUS,10396.0,2021-03-01T17:59:00.227Z,False,,WILCOX STATE PRISON,"470 S Broad St, Abbeville, GA 31001, United States",-83.30078189999999,31.9861377,Wilcox County,ChIJH-3ng2-X8YgRvqKC4wQNM1Q,GA,100.0,18.0,100.0,False,10000318,,,,,,,,,,, WILCOX STATE PRISON,1534.64825459603,WILCOX STATE PRISON,,
8744b51fab1e1e,,,,GA,SECURUS,10397.0,2021-03-01T17:59:57.396Z,False,,HENRY COUNTY JAIL ANNEX,"505 Hampton St, McDonough, GA 30253, United States",-84.16204499999999,33.4349089,Henry County,ChIJ9627fctb9IgRT2CIgQ5-PAM,GA,100.0,15.0,100.0,False,10004473,,,,,,,,,,, ANNEX,237.698846225542,HENRY COUNTY JAIL ANNEX,,
38759e8a6af2fc,,,,GA,SECURUS,10398.0,2021-03-01T18:01:36.559Z,False,,MONROE COUNTY JAIL,"145 L Cary Bittick Dr, Forsyth, GA 31029, United States",-83.96248159999999,33.0549395,Monroe County,ChIJ8UFvbxBz9IgR-GAW7C4koM8,GA,100.0,29.0,100.0,False,10001422,,,,,,,,,,,MONROE COUNTY SHERIFF'S OFFICE,475.670787232429,MONROE COUNTY JAIL,,
acdf17bf96c5ba,,,,ID,SECURUS,10400.0,2021-03-01T18:03:34.138Z,False,,BANNOCK COUNTY DETENTION CENTER,"5800 S 5th Ave, Pocatello, ID 83204, United States",-112.3893963,42.8248925,Bannock County,ChIJ3TRnTQRMVVMRFgnvQJX5bSs,ID,100.0,12.0,100.0,False,10001188,,,,,,,,,,,BANNOCK COUNTY CRIMINAL JUSTICE CENTER,606.447084015951,BANNOCK COUNTY DETENTION CENTER,,
289822df7c3dce,,,,IL,SECURUS,10401.0,2021-03-01T18:07:17.075Z,False,,CENTRALIA CORRECTIONAL CENTER,"9330 Shattuc Rd, Centralia, IL 62801, United States",-89.191904,38.55368139999999,Clinton County,ChIJQ5WYwfebdogR4Zy4BhG3Clo,IL,100.0,19.0,100.0,False,10000683,,,,,,,,,,, CENTRALIA CORRECTIONAL CENTER,2346.25040692983,CENTRALIA CORRECTIONAL CENTER,,
50628b2d8d8c9d,,,,IL,SECURUS,10402.0,2021-03-01T18:07:24.785Z,False,,CLAYTON WORK CAMP,"316 Correctional Dr, Clayton, IL 62324, United States",-90.9616645,40.0280814,Adams County,ChIJbXj2Ihih4IcRH-Z2fAWG9D4,IL,100.0,20.0,100.0,False,10002258,,,,,,,,,,, CLAYTON WORK CAMP,684.941365105991,CLAYTON WORK CAMP,,
7df298950e6e88,,,,IL,SECURUS,10403.0,2021-03-01T18:07:31.486Z,False,,DANVILLE CORRECTIONAL CENTER,"3820 E Main St, Danville, IL 61834, United States",-87.5664862,40.1330863,Vermilion County,ChIJE2rpYDpYDYgRrCVDJGOEEE4,IL,100.0,19.0,100.0,False,10000662,,,,,,,,,,, DANVILLE CORRECTIONAL FACILITY,1870.96763361049,DANVILLE CORRECTIONAL CENTER,,
d3c4f86601b64d,,,,IL,SECURUS,10404.0,2021-03-01T18:07:47.062Z,False,,DIXON CORRECTIONAL CENTER,"2600 N Brinton Ave, Dixon, IL 61021, United States",-89.48252169999999,41.8735826,Lee County,ChIJ65ugqWSsCYgR04w-qag2pv8,IL,100.0,21.0,100.0,False,10000642,,,,,,,,,,, DIXON CORRECTIONAL CENTER,3726.18937211167,DIXON CORRECTIONAL CENTER,,
309a60607990eb,,,,IL,SECURUS,10405.0,2021-03-01T18:08:00.539Z,False,,DIXON SPRINGS IMPACT INCARCERATION PROGRAM,"979 IL-146, Golconda, IL 62938, United States",-88.6575816,37.3799312,Pope County,ChIJGcLZBTSvcIgRfI0yhbj6MH0,IL,100.0,13.0,100.0,False,10000696,,,,,,,,,,, DIXON SPRINGS IMPACT INCARCERATION PROGRAM,1320.23159769593,DIXON SPRINGS IMPACT INCARCERATION PROGRAM,,
a5e55950190822,,,,IL,SECURUS,10406.0,2021-03-01T18:08:14.309Z,False,,EAST MOLINE CORRECTIONAL CENTER,"100 Hillcrest Rd, East Moline, IL 61244, United States",-90.4195584,41.533096,Rock Island County,ChIJXR5cB5s54ocR_ki05WabZ54,IL,100.0,18.0,100.0,False,10000644,,,,,,,,,,, EAST MOLINE CORRECTIONAL CENTER,3124.28264149512,EAST MOLINE CORRECTIONAL CENTER,,
b47a1337a94888,,,,IL,SECURUS,10407.0,2021-03-01T18:08:21.647Z,False,,EAST MOLINE CORRECTIONAL CENTER,"100 Hillcrest Rd, East Moline, IL 61244, United States",-90.4195584,41.533096,Rock Island County,ChIJXR5cB5s54ocR_ki05WabZ54,IL,100.0,18.0,100.0,False,10000644,,,,,,,,,,, EAST MOLINE WORK CAMP,3124.28264149512,EAST MOLINE CORRECTIONAL CENTER,,
93b90fa3549970,,,,IL,SECURUS,10408.0,2021-03-01T18:08:43.623Z,False,,GREENE COUNTY WORK CAMP,"US-67, Roodhouse, IL 62082, United States",-90.3863883,39.46178039999999,Greene County,ChIJFZE5c66834cRjt9gpWr7vps,IL,100.0,15.0,100.0,False,10000676,,,,,,,,,,, GREEN COUNTY WORK CAMP,670.802643193432,GREENE COUNTY WORK CAMP,,
af9e5af6ff0dbb,,,,IL,SECURUS,10409.0,2021-03-01T18:09:12.445Z,False,,HILL CORRECTIONAL CENTER,"600 S Linwood Rd, Galesburg, IL 61401, United States",-90.4072168,40.9396688,Knox County,ChIJLd2iUJe94YcRE4I3gaCzSAY,IL,100.0,15.0,100.0,False,10000653,,,,,,,,,,, HILL CORRECTIONAL CENTER,2118.30112457974,HILL CORRECTIONAL CENTER,,
9c4b941120d351,,,,IL,SECURUS,10410.0,2021-03-01T18:09:18.989Z,False,,ILLINOIS RIVER CORRECTIONAL CENTER,"1300 W Locust St, Canton, IL 61520, United States",-90.0815505,40.5597915,Fulton County,ChIJd9aynCsq4IcRh0drSdcy9tI,IL,100.0,16.0,100.0,False,10000660,,,,,,,,,,, ILLINOIS RIVER CORRECTIONAL CENTER,2166.39295368251,ILLINOIS RIVER CORRECTIONAL CENTER,,
c537aaeb36bc0c,,,,IL,SECURUS,10411.0,2021-03-01T18:09:45.516Z,False,,ILLINOIS YOUTH CENTER HARRISBURG,"1201 W Poplar St, Harrisburg, IL 62946, United States",-88.5591149,37.736864,Saline County,ChIJO1Ad-XTEcIgRnME2PmDONkU,IL,100.0,17.0,100.0,False,10000693,,,,,,,,,,, ILLINOIS YOUTH CENTER ,1660.74304965591,ILLINOIS YOUTH CENTER HARRISBURG,,
949acf41d425de,,,,IL,SECURUS,10412.0,2021-03-01T18:10:26.059Z,False,,JACKSONVILLE CORRECTIONAL CENTER,"2268 E Morton Ave, Jacksonville, IL 62650, United States",-90.1755913,39.7268158,Morgan County,ChIJbTIW-M_t34cRM1d20sDqehA,IL,100.0,17.0,100.0,False,10000671,,,,,,,,,,, JACKSONVILLE CORRECTIONAL CENTER,1563.02614406975,JACKSONVILLE CORRECTIONAL CENTER,,
81a25dc1b5c70a,,,,IL,SECURUS,10413.0,2021-03-01T18:10:43.558Z,False,,KEWANEE LIFE SKILLS RE-ENTRY CENTER,"2021 Kentville Rd, Kewanee, IL 61443, United States",-89.8896689,41.2526483,Henry County,ChIJHULlWlgCCogRc-z1KiNXdDY,IL,100.0,16.0,100.0,False,10004677,,,,,,,,,,, KCC KEWANEE LIFE SKILLS RE,1868.12174077665,KEWANEE LIFE SKILLS RE-ENTRY CENTER,,
b094c25fb7b444,,,,IL,SECURUS,10414.0,2021-03-01T18:10:51.363Z,False,,LAWRENCE CORRECTIONAL CENTER,"10940 Lawrence Road, Sumner, IL 62466, United States",-87.9059082,38.7284952,,ChIJuXGMYZk9cogRmkLPfc6TpA4,IL,100.0,19.0,100.0,False,10000682,,,,,,,,,,, LAWRENCE CORRECTIONAL CENTER,1843.76177569305,LAWRENCE CORRECTIONAL CENTER,,
8da0ff91888e74,,,,IL,SECURUS,10415.0,2021-03-01T18:10:59.037Z,False,,LINCOLN CORRECTIONAL CENTER,"1098 1350th St, Lincoln, IL 62656, United States",-89.38986059999999,40.1166885,Logan County,ChIJpdM0dCUoC4gRg1czg24u4Ro,IL,100.0,20.0,100.0,False,10000664,,,,,,,,,,, LINCOLN CORRECTIONAL CENTER,1585.6183834071,LINCOLN CORRECTIONAL CENTER,,
674ba43ab8ad3e,,,,IL,SECURUS,10416.0,2021-03-01T18:11:05.952Z,False,,LOGAN CORRECTIONAL CENTER,"1096 1350th St, Lincoln, IL 62656, United States",-89.3911526,40.1135064,Logan County,ChIJ00JrniUoC4gRJocA3FsUTfA,IL,100.0,21.0,100.0,False,10000665,,,,,,,,,,, LOGAN CORRECTIONAL CENTER,2690.61836458122,LOGAN CORRECTIONAL CENTER,,
7e64c3306fddf6,,,,IL,SECURUS,10417.0,2021-03-01T18:11:31.064Z,False,,STATEVILLE CORRECTIONAL CENTER,"16830 IL-53, Crest Hill, IL 60403, United States",-88.1010725,41.5786477,Will County,ChIJdzWPy4xgDogRbPlXrBoyytc,IL,100.0,12.0,100.0,False,10000647,,,,,,,,,,, NORTHERN RECEPTION & CLASSIFICATION CENTER,2739.94078316581,STATEVILLE CORRECTIONAL CENTER,,
0b25de5a407254,,,,IL,SECURUS,10418.0,2021-03-01T18:13:48.863Z,False,,STATEVILLE CORRECTIONAL CENTER,"16830 IL-53, Crest Hill, IL 60403, United States",-88.1010725,41.5786477,Will County,ChIJdzWPy4xgDogRbPlXrBoyytc,IL,100.0,12.0,100.0,False,10000647,,,,,,,,,,, STATEVILLE CORRECTIONAL CENTER,2739.94078316581,STATEVILLE CORRECTIONAL CENTER,,
b72c9416a5cbaa,,,,IL,SECURUS,10419.0,2021-03-01T18:11:59.143Z,False,,PINCKNEYVILLE CORRECTIONAL CENTER,"5835 IL-154, Pinckneyville, IL 62274, United States",-89.32758729999999,38.0851943,Perry County,ChIJq8DwT2f5dogRdWDc7TukOdI,IL,100.0,17.0,100.0,False,10000688,,,,,,,,,,, PINCKNEYVILLE CORRECTIONAL CENTER,2188.78439839213,PINCKNEYVILLE CORRECTIONAL CENTER,,
d45300ba5c67c6,,,,IL,SECURUS,10420.0,2021-03-01T18:12:06.650Z,False,,PITTSFIELD WORK CAMP,"23540 365th St, Pittsfield, IL 62363, United States",-90.8468246,39.5976142,Pike County,ChIJd4JNNT1B3ocRKHRpsujDKes,IL,100.0,9.0,100.0,False,10000672,,,,,,,,,,, PITTSFIELD WORK CAMP,1113.01341924151,PITTSFIELD WORK CAMP,,
e5d4b00601004c,,,,IL,SECURUS,10421.0,2021-03-01T18:12:13.640Z,False,,PONTIAC CORRECTIONAL CENTER,"700 W Lincoln St, Pontiac, IL 61764, United States",-88.6359565,40.8710647,Livingston County,ChIJZXT_UQByDIgRyI4OgOLalEY,IL,100.0,20.0,100.0,False,10000655,,,,,,,,,,, PONTIAC CORRECTIONAL CENTER,1868.63688229678,PONTIAC CORRECTIONAL CENTER,,
83f6711166583a,,,,TX,SECURUS,10199.0,2021-01-09T01:57:18.218Z,False,,COFFIELD UNIT,"2661 FM2054, Tennessee Colony, TX 75884, United States",-95.8765487,31.8107274,Anderson County,ChIJ4-zanIyNSIYRJ1YU5kZBq0Y,TX,100.0,12.0,100.0,False,10000187,,,,,,,,,,, COFFIELD,3106.59213226003,COFFIELD UNIT,,
22588fa77c53f6,,,,IL,SECURUS,10422.0,2021-03-01T18:12:20.256Z,False,,ROBINSON CORRECTIONAL CENTER,"13423 E 1150th Ave, Robinson, IL 62454, United States",-87.69888430000002,39.0212454,Crawford County,ChIJQQNy1nVycogRd8Ngti04OeY,IL,100.0,19.0,100.0,False,10000678,,,,,,,,,,, ROBINSON CORRECTIONAL CENTER,1945.74266660674,ROBINSON CORRECTIONAL CENTER,,
90d8bb1c3d1c6f,,,,IL,SECURUS,10423.0,2021-03-01T18:12:44.897Z,False,,SHAWNEE CORRECTIONAL CENTER,"Illinois 62995, United States",-88.777476,37.3997432,Johnson County,ChIJQyU63cyscIgRukaw26e50c0,IL,100.0,20.0,100.0,False,10000695,,,,,,,,,,, SHAWNEE CORRECTIONAL CENTER,1754.86303396668,SHAWNEE CORRECTIONAL CENTER,,
b62d9663d8b7ae,,,,IL,SECURUS,10424.0,2021-03-01T18:13:03.980Z,False,,SHERIDAN CORRECTIONAL CENTER,"4017 E 2603rd Rd, Sheridan, IL 60551, United States",-88.68501169999999,41.5172382,LaSalle County,ChIJs3Wv1SyxDogRePQXI_XC7q8,IL,100.0,19.0,100.0,False,10000652,,,,,,,,,,, SHERIDAN CORRECTIONAL CENTER,3071.1691555463,SHERIDAN CORRECTIONAL CENTER,,
348a74ed71cb8a,,,,IL,SECURUS,10425.0,2021-03-01T18:13:56.355Z,False,,TAYLORVILLE CORRECTIONAL CENTER,"1144 IL-29, Taylorville, IL 62568, United States",-89.2280371,39.5139112,Christian County,ChIJ-QUuiMzldIgRidXxQ6DXWJM,IL,100.0,12.0,100.0,False,10000673,,,,,,,,,,, TAYLORVILLE CORRECTIONAL CENTER,1824.61467743682,TAYLORVILLE CORRECTIONAL CENTER,,
f720c6dec312d7,,,,IL,SECURUS,10426.0,2021-03-01T18:14:05.356Z,False,,VANDALIA CORRECTIONAL CENTER,"US-51, Vandalia, IL 62471, United States",-89.096192,39.0094889,Fayette County,ChIJ36xrzWEVdIgRg0QN3W1Bego,IL,100.0,19.0,100.0,False,10000677,,,,,,,,,,, VANDALIA CORRECTIONAL CENTER,2591.25562681334,VANDALIA CORRECTIONAL CENTER,,
432664d06e891b,,,,IL,SECURUS,10427.0,2021-03-01T18:14:12.158Z,False,,VIENNA CORRECTIONAL CENTER,"6695 IL-146, Vienna, IL 62995, United States",-88.78754359999999,37.4063998,Johnson County,ChIJH1bh6MyscIgRNdOXRNM0cqo,IL,100.0,21.0,100.0,False,10004734,,,,,,,,,,, VIENNA CORRECTIONAL CENTER,1831.56236180365,VIENNA CORRECTIONAL CENTER,,
e2299ee674a48d,,,,IL,SECURUS,10428.0,2021-03-01T18:14:53.866Z,False,,JEROME COMBS DETENTION CENTER,"3050 Justice Way, Kankakee, IL 60901, United States",-87.858119,41.075688,Kankakee County,ChIJ-c8UkJ7CDYgRq-lDtmXfwrM,IL,100.0,12.0,100.0,False,10004682,,,,,,,,,,,KANKAKEE COUNTY JAIL,605.000182029139,JEROME COMBS DETENTION CENTER,,
f02bbf934e038a,,,,IL,SECURUS,10429.0,2021-03-01T18:15:11.550Z,False,,JEROME COMBS DETENTION CENTER,"3050 Justice Way, Kankakee, IL 60901, United States",-87.858119,41.075688,Kankakee County,ChIJ-c8UkJ7CDYgRq-lDtmXfwrM,IL,100.0,12.0,100.0,False,10004682,,,,,,,,,,,KANKAKEE COUNTY JEROME COMBS DETENTION CENTER,605.000182029139,JEROME COMBS DETENTION CENTER,,
b0b0f2194e1fe9,,,,IL,SECURUS,10430.0,2021-03-01T18:19:31.260Z,False,,WILL COUNTY ADULT DETENTION FACILITY,"95 S Chicago St, Joliet, IL 60436, United States",-88.08181119999999,41.5217925,Will County,ChIJ_5JMDbdmDogRPMQXLPDwI1Q,IL,100.0,10.0,100.0,False,10000649,,,,,,,,,,,WILL COUNTY ADULT DETENTION CENTER,937.332690623509,WILL COUNTY ADULT DETENTION FACILITY,,
999b291d2a1dc0,,,,IL,SECURUS,10431.0,2021-03-01T18:19:38.655Z,False,,WILL COUNTY ADULT DETENTION FACILITY,"95 S Chicago St, Joliet, IL 60436, United States",-88.08181119999999,41.5217925,Will County,ChIJ_5JMDbdmDogRPMQXLPDwI1Q,IL,100.0,10.0,100.0,False,10000649,,,,,,,,,,,WILL COUNTY ADULT DETENTION CENTER BOND PHONE POD A,937.332690623509,WILL COUNTY ADULT DETENTION FACILITY,,
b84828a529391b,,,,IL,SECURUS,10432.0,2021-03-01T18:19:45.362Z,False,,WILL COUNTY ADULT DETENTION FACILITY,"95 S Chicago St, Joliet, IL 60436, United States",-88.08181119999999,41.5217925,Will County,ChIJ_5JMDbdmDogRPMQXLPDwI1Q,IL,100.0,10.0,100.0,False,10000649,,,,,,,,,,,WILL COUNTY ADULT DETENTION CENTER BOND PHONE POD E,937.332690623509,WILL COUNTY ADULT DETENTION FACILITY,,
c67e0993653870,,,,IL,SECURUS,10433.0,2021-03-01T18:19:52.676Z,False,,WILL COUNTY ADULT DETENTION FACILITY,"95 S Chicago St, Joliet, IL 60436, United States",-88.08181119999999,41.5217925,Will County,ChIJ_5JMDbdmDogRPMQXLPDwI1Q,IL,100.0,10.0,100.0,False,10000649,,,,,,,,,,,WILL COUNTY ADULT DETENTION CENTER BOND PHONE POD F,937.332690623509,WILL COUNTY ADULT DETENTION FACILITY,,
bf92c4248235e7,,,,IN,SECURUS,10434.0,2021-03-01T18:22:03.395Z,False,,HENDRICKS COUNTY WORK RELEASE FACILITY,"200 E Campus Blvd, Danville, IN 46122, United States",-86.50289889999999,39.7574468,Hendricks County,ChIJc8viJPm5bIgRFPywlEquloo,IN,100.0,15.0,100.0,False,10006747,,,,,,,,,,,HENDRICKS COUNTY WORK RELEASE,299.214109046736,HENDRICKS COUNTY WORK RELEASE FACILITY,,
2e2016d8b98a22,,,,IN,SECURUS,10435.0,2021-03-01T18:23:32.998Z,False,,MORGAN COUNTY JAIL,"160 N Park Ave, Martinsville, IN 46151, United States",-86.43976459999999,39.4290594,Morgan County,ChIJg2oSMd6PbIgRAcRQS7CfpFU,IN,100.0,29.0,100.0,False,10002652,,,,,,,,,,,ATTORNEY,588.089116350994,MORGAN COUNTY JAIL,,
390a90e436b434,,,,IN,SECURUS,10436.0,2021-03-01T18:24:06.736Z,False,,SHELBY COUNTY JAIL,"107 W Taylor St, Shelbyville, IN 46176, United States",-85.7783317,39.52067539999999,Shelby County,ChIJ4dvCEW8Xa4gR1fhC7BJ-tik,IN,100.0,19.0,100.0,False,10002651,,,,,,,,,,,SHELBY COUNTY SHERIFF'S DEPT,334.284819480238,SHELBY COUNTY JAIL,,
cd67087c5297ac,,,,IA,SECURUS,10437.0,2021-03-01T18:25:43.964Z,False,,STORY COUNTY JAIL,"1315 S B Ave, Nevada, IA 50201, United States",-93.4422958,42.0112369,Story County,ChIJpQxYncFn7ocR4zsJEDHbyzE,IA,100.0,20.0,100.0,False,10001084,,,,,,,,,,,STORY COUNTY JAIL BOOKING,713.747575836248,STORY COUNTY JAIL,,
db8cb2f5bc1ce5,,,,FL,SECURUS,10438.0,2021-01-08T00:22:28.839Z,False,,BAY CORRECTIONAL FACILITY,"5400 Bay Line Dr, Panama City, FL 32404, United States",-85.5055533,30.2666801,Bay County,ChIJZ2LQ-gB6k4gR55qT1oZZt98,FL,100.0,14.0,100.0,False,10001445,,,,,,,,,,, PANAMA CITY WRC,934.300734274967,BAY CORRECTIONAL FACILITY,,
8a0363fabe65b5,,,,KY,SECURUS,10439.0,2021-01-08T20:32:20.256Z,False,,FLOYD COUNTY JAIL,"151 S Central Ave, Prestonsburg, KY 41653, United States",-82.7710393,37.6683817,Floyd County,ChIJF6IKN9EFRYgR9_H7qx-pGvw,KY,100.0,20.0,100.0,False,10003665,,,,,,,,,,,FLOYD COUNTY DETENTION CENTER,243.046853448533,FLOYD COUNTY JAIL,,
d73baa87746174,,,,KY,SECURUS,10440.0,2021-01-08T20:33:10.342Z,False,,GRAVES COUNTY JAIL,"103 E South St, Mayfield, KY 42066, United States",-88.63491929999999,36.7410567,Graves County,ChIJC_-i7NcveogR1rTooIMUwEU,KY,100.0,19.0,100.0,False,10005053,,,,,,,,,,,MAX,291.505745739163,GRAVES COUNTY JAIL,,
