,id,facilityInternal,agencyInternal,agencyFullNameInternal,stateInternal,company,canonicalFacilityId,createdAt,hidden_override,notes,googlePlaceName,address,longitude,latitude,county,googlePlaceId,state,index_right,FID,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,SHAPE_Le_1,SHAPE_Area,g_name_sim,internal_name_sim,name_override,jurisdiction_override,address_override,longitude_override,latitude_overrride,state_override,county_override,countyFIPS_override,HIFLDID_override,UCLACovid19ID_override
1458,1459, YORK CORRECTIONAL INSTITUTION,,,CT,SECURUS,,2021-03-01T17:26:08.167Z,,,YORK CORRECTIONAL INSTITUTION,"201 W Main St, Niantic, CT 06357, United States",-72.2374802,41.3228139,New London County,ChIJDwycGlUX5okRDpIuFADHtcg,CT,5327,5328,10000933,YORK CORRECTIONAL INSTITUTION,201 W MAIN ST,NIANTIC,CT,06357,-999,(860) 451-3001,STATE,OPEN,973,NEW LONDON,09011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.ct.gov/doc/cwp/view.asp?a=1492&Q=270036&docNav=|,2017-09-30,IMAGERY/OTHER,2019-12-30,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,MAXIMUM,-999,0.0182452736491,2226.1984741702954,1.136009591e-05,100,100,,,,,,,,,,
2108,2109, YORK CORRECTIONAL INSTITUTION,,,CT,SECURUS,,2021-01-07T23:30:19.151Z,,,YORK CORRECTIONAL INSTITUTION,"201 W Main St, Niantic, CT 06357, United States",-72.2374802,41.3228139,New London County,ChIJDwycGlUX5okRDpIuFADHtcg,CT,5327,5328,10000933,YORK CORRECTIONAL INSTITUTION,201 W MAIN ST,NIANTIC,CT,06357,-999,(860) 451-3001,STATE,OPEN,973,NEW LONDON,09011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.ct.gov/doc/cwp/view.asp?a=1492&Q=270036&docNav=|,2017-09-30,IMAGERY/OTHER,2019-12-30,http://www.ct.gov/doc/cwp/view.asp?a=1502&Q=265422&docNav=|,MAXIMUM,-999,0.0182452736491,2226.1984741702954,1.136009591e-05,100,100,,,,,,,,,,
1460,1461,ALACHUA COUNTY JAIL,,,FL,SECURUS,,2021-03-01T17:26:26.558Z,,,THE ALACHUA COUNTY JAIL,"3333 NE 39th Ave, Gainesville, FL 32609, United States",-82.27960519999999,29.6783574,Alachua County,ChIJ26nyOIyj6IgRO1oETbtEZKk,FL,1828,1829,10000427,ALACHUA COUNTY JAIL,3333 NE 39TH AVE,GAINESVILLE,FL,32609,-999,(352) 491-4444,COUNTY,OPEN,781,ALACHUA,12001,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.alachuasheriff.org/jail/overview.html,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.alachuasheriff.org/jail/overview.html,MAXIMUM,1148,0.00932769619581,1109.3486587480588,3.684223659e-06,100,100,,,,,,,,,,
2110,2111,ALACHUA COUNTY JAIL,,,FL,SECURUS,,2021-01-07T23:31:31.632Z,,,THE ALACHUA COUNTY JAIL,"3333 NE 39th Ave, Gainesville, FL 32609, United States",-82.27960519999999,29.6783574,Alachua County,ChIJ26nyOIyj6IgRO1oETbtEZKk,FL,1828,1829,10000427,ALACHUA COUNTY JAIL,3333 NE 39TH AVE,GAINESVILLE,FL,32609,-999,(352) 491-4444,COUNTY,OPEN,781,ALACHUA,12001,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.alachuasheriff.org/jail/overview.html,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.alachuasheriff.org/jail/overview.html,MAXIMUM,1148,0.00932769619581,1109.3486587480588,3.684223659e-06,100,100,,,,,,,,,,
1460,1461,ALACHUA COUNTY JAIL,,,FL,SECURUS,,2021-03-01T17:26:26.558Z,,,THE ALACHUA COUNTY JAIL,"3333 NE 39th Ave, Gainesville, FL 32609, United States",-82.27960519999999,29.6783574,Alachua County,ChIJ26nyOIyj6IgRO1oETbtEZKk,FL,4530,4531,10000425,GAINESVILLE CORRECTIONAL INSTITUTION,2845 NE 39TH AVE,GAINESVILLE,FL,32602,-999,NOT AVAILABLE,STATE,CLOSED,0,ALACHUA,12001,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.gainesville.com/article/20120417/articles/120419626,2015-10-31,IMAGERY/OTHER,2019-12-12,NOT AVAILABLE,MEDIUM,507,0.00923299361889,1096.4950275627464,5.257175011e-06,34,29,,,,,,,,,,
2110,2111,ALACHUA COUNTY JAIL,,,FL,SECURUS,,2021-01-07T23:31:31.632Z,,,THE ALACHUA COUNTY JAIL,"3333 NE 39th Ave, Gainesville, FL 32609, United States",-82.27960519999999,29.6783574,Alachua County,ChIJ26nyOIyj6IgRO1oETbtEZKk,FL,4530,4531,10000425,GAINESVILLE CORRECTIONAL INSTITUTION,2845 NE 39TH AVE,GAINESVILLE,FL,32602,-999,NOT AVAILABLE,STATE,CLOSED,0,ALACHUA,12001,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.gainesville.com/article/20120417/articles/120419626,2015-10-31,IMAGERY/OTHER,2019-12-12,NOT AVAILABLE,MEDIUM,507,0.00923299361889,1096.4950275627464,5.257175011e-06,34,29,,,,,,,,,,
1461,1462,BAKER COUNTY DETENTION CENTER (ATTORNEY ONLY),,,FL,SECURUS,,2021-03-01T17:26:34.177Z,,,BAKER COUNTY DETENTION CENTER,"1 Sheriffs Office Dr, Macclenny, FL 32063, United States",-82.1216323,30.2959919,Baker County,ChIJd4q6j1Hz5YgR1r_DFz-gXk8,FL,6210,6211,10002156,BAKER COUNTY DETENTION CENTER,1 SHERIFF'S OFFICE DRIVE,MACCLENNY,FL,32063,-999,(904) 259-3311,COUNTY,OPEN,469,BAKER,12003,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/jails/, http://www.bakerso.com/",2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.bakerso.com/,NOT AVAILABLE,508,0.0079451092567,945.0881360699063,1.421621656e-06,100,100,,,,,,,,,,
1462,1463,BAKER COUNTY SHERIFF'S OFFICE,,,FL,SECURUS,,2021-03-01T17:26:41.957Z,,,BAKER COUNTY SHERIFF'S OFFICE,"1 Sheriff’s Office Drive, Macclenny, FL 32063, United States",-82.1217298,30.29596799999999,Baker County,ChIJU1sRo6mM5YgRlhxFZzPl71A,FL,6210,6211,10002156,BAKER COUNTY DETENTION CENTER,1 SHERIFF'S OFFICE DRIVE,MACCLENNY,FL,32063,-999,(904) 259-3311,COUNTY,OPEN,469,BAKER,12003,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/jails/, http://www.bakerso.com/",2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.bakerso.com/,NOT AVAILABLE,508,0.0079451092567,945.0881360699063,1.421621656e-06,62,62,,,,,,,,,,
2111,2112,BAKER COUNTY DETENTION CENTER (ATTORNEY ONLY),,,FL,SECURUS,,2021-01-07T23:31:55.329Z,,,BAKER COUNTY DETENTION CENTER,"1 Sheriffs Office Dr, Macclenny, FL 32063, United States",-82.1216323,30.2959919,Baker County,ChIJd4q6j1Hz5YgR1r_DFz-gXk8,FL,6210,6211,10002156,BAKER COUNTY DETENTION CENTER,1 SHERIFF'S OFFICE DRIVE,MACCLENNY,FL,32063,-999,(904) 259-3311,COUNTY,OPEN,469,BAKER,12003,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/jails/, http://www.bakerso.com/",2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.bakerso.com/,NOT AVAILABLE,508,0.0079451092567,945.0881360699063,1.421621656e-06,100,100,,,,,,,,,,
2112,2113,BAKER COUNTY SHERIFF'S OFFICE,,,FL,SECURUS,,2021-01-07T23:32:19.327Z,,,BAKER COUNTY SHERIFF'S OFFICE,"1 Sheriff’s Office Drive, Macclenny, FL 32063, United States",-82.1217298,30.29596799999999,Baker County,ChIJU1sRo6mM5YgRlhxFZzPl71A,FL,6210,6211,10002156,BAKER COUNTY DETENTION CENTER,1 SHERIFF'S OFFICE DRIVE,MACCLENNY,FL,32063,-999,(904) 259-3311,COUNTY,OPEN,469,BAKER,12003,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/jails/, http://www.bakerso.com/",2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.bakerso.com/,NOT AVAILABLE,508,0.0079451092567,945.0881360699063,1.421621656e-06,62,62,,,,,,,,,,
1463,1464,BRADFORD COUNTY JAIL,,,FL,SECURUS,,2021-03-01T17:26:49.557Z,,,BRADFORD COUNTY JAIL,"A, 2110, 945 N Temple Ave, Starke, FL 32091, United States",-82.1093502,29.9541311,Bradford County,ChIJNbwhqMf95YgR9hoQOjY34qg,FL,1606,1607,10002159,BRADFORD COUNTY JAIL / SHERIFF,945-B NORTH TEMPLE AVE,STARKE,FL,32091,-999,(904) 966-6178,COUNTY,OPEN,142,BRADFORD,12007,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dc.state.fl.us/pub/jails/,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.bradfordsheriff.org/divisions/jail-inmate-search/,MAXIMUM,-999,0.00335580657472,400.030418158182,4.61177233e-07,100,100,,,,,,,,,,
2113,2114,BRADFORD COUNTY JAIL,,,FL,SECURUS,,2021-01-07T23:32:47.936Z,,,BRADFORD COUNTY JAIL,"A, 2110, 945 N Temple Ave, Starke, FL 32091, United States",-82.1093502,29.9541311,Bradford County,ChIJNbwhqMf95YgR9hoQOjY34qg,FL,1606,1607,10002159,BRADFORD COUNTY JAIL / SHERIFF,945-B NORTH TEMPLE AVE,STARKE,FL,32091,-999,(904) 966-6178,COUNTY,OPEN,142,BRADFORD,12007,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.dc.state.fl.us/pub/jails/,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.bradfordsheriff.org/divisions/jail-inmate-search/,MAXIMUM,-999,0.00335580657472,400.030418158182,4.61177233e-07,100,100,,,,,,,,,,
1464,1465, BROWARD COUNTY MAIN JAIL,,,FL,SECURUS,,2021-03-01T17:26:57.167Z,,,BROWARD COUNTY JAIL,"555 SE 1st Ave, Fort Lauderdale, FL 33301, United States",-80.1424222,26.1161559,Broward County,ChIJPeV90S8B2YgRxsOLtNnUmo0,FL,6215,6216,10002189,BROWARD COUNTY MAIN JAIL,555 SE 1ST AVE,FT. LAUDERDALE,FL,33301,-999,(954) 831-5900,COUNTY,OPEN,1414,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MAXIMUM,1538,0.00349591292651,409.39588045644643,5.49788446e-07,100,100,,,,,,,,,,
2114,2115, BROWARD COUNTY MAIN JAIL,,,FL,SECURUS,,2021-01-07T23:33:21.431Z,,,BROWARD COUNTY JAIL,"555 SE 1st Ave, Fort Lauderdale, FL 33301, United States",-80.1424222,26.1161559,Broward County,ChIJPeV90S8B2YgRxsOLtNnUmo0,FL,6215,6216,10002189,BROWARD COUNTY MAIN JAIL,555 SE 1ST AVE,FT. LAUDERDALE,FL,33301,-999,(954) 831-5900,COUNTY,OPEN,1414,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MAXIMUM,1538,0.00349591292651,409.39588045644643,5.49788446e-07,100,100,,,,,,,,,,
1465,1466, JOSEPH CONTE DETENTION,,,FL,SECURUS,,2021-03-01T17:27:05.648Z,,,JOSEPH V. CONTE FACILITY,"1351 NW 27th Ave, Pompano Beach, FL 33069, United States",-80.16258529999999,26.2479866,Broward County,ChIJKSnOCRYD2YgRJZYFSjT7WV0,FL,6216,6217,10000538,NORTH BROWARD BUREAU,1550 NW 30TH AVE,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,954,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MEDIUM,1200,0.00718323519484,847.3970335206891,2.102090494e-06,28,29,,,,,,,,,,
1466,1467, NORTH BROWARD DETENTION CENTER,,,FL,SECURUS,,2021-03-01T17:27:13.648Z,,,NORTH BROWARD BUREAU,"1550 Blount Rd, Pompano Beach, FL 33069, United States",-80.1635312,26.2476024,Broward County,ChIJ5csmtj8D2YgRMRUIVR91gBI,FL,6216,6217,10000538,NORTH BROWARD BUREAU,1550 NW 30TH AVE,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,954,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MEDIUM,1200,0.00718323519484,847.3970335206891,2.102090494e-06,100,79,,,,,,,,,,
1468,1469, PAUL REIN DETENTION FACILITY,,,FL,SECURUS,,2021-03-01T17:27:28.657Z,,,BROWARD COUNTY DETENTION DEPARTMENT - PAUL REIN DETENTION FACILITY,"2421 NW 16th St, Pompano Beach, FL 33069, United States",-80.15722490000002,26.2499263,Broward County,ChIJyYpIVzwD2YgR9U7kHbcd6Zo,FL,6216,6217,10000538,NORTH BROWARD BUREAU,1550 NW 30TH AVE,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,954,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MEDIUM,1200,0.00718323519484,847.3970335206891,2.102090494e-06,52,29,,,,,,,,,,
2115,2116, JOSEPH CONTE DETENTION,,,FL,SECURUS,,2021-01-07T23:33:47.618Z,,,JOSEPH V. CONTE FACILITY,"1351 NW 27th Ave, Pompano Beach, FL 33069, United States",-80.16258529999999,26.2479866,Broward County,ChIJKSnOCRYD2YgRJZYFSjT7WV0,FL,6216,6217,10000538,NORTH BROWARD BUREAU,1550 NW 30TH AVE,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,954,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MEDIUM,1200,0.00718323519484,847.3970335206891,2.102090494e-06,28,29,,,,,,,,,,
2116,2117, NORTH BROWARD DETENTION CENTER,,,FL,SECURUS,,2021-01-07T23:34:13.732Z,,,NORTH BROWARD BUREAU,"1550 Blount Rd, Pompano Beach, FL 33069, United States",-80.1635312,26.2476024,Broward County,ChIJ5csmtj8D2YgRMRUIVR91gBI,FL,6216,6217,10000538,NORTH BROWARD BUREAU,1550 NW 30TH AVE,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,954,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MEDIUM,1200,0.00718323519484,847.3970335206891,2.102090494e-06,100,79,,,,,,,,,,
2118,2119, PAUL REIN DETENTION FACILITY,,,FL,SECURUS,,2021-01-07T23:35:09.629Z,,,BROWARD COUNTY DETENTION DEPARTMENT - PAUL REIN DETENTION FACILITY,"2421 NW 16th St, Pompano Beach, FL 33069, United States",-80.15722490000002,26.2499263,Broward County,ChIJyYpIVzwD2YgR9U7kHbcd6Zo,FL,6216,6217,10000538,NORTH BROWARD BUREAU,1550 NW 30TH AVE,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,954,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MEDIUM,1200,0.00718323519484,847.3970335206891,2.102090494e-06,52,29,,,,,,,,,,
1465,1466, JOSEPH CONTE DETENTION,,,FL,SECURUS,,2021-03-01T17:27:05.648Z,,,JOSEPH V. CONTE FACILITY,"1351 NW 27th Ave, Pompano Beach, FL 33069, United States",-80.16258529999999,26.2479866,Broward County,ChIJKSnOCRYD2YgRJZYFSjT7WV0,FL,1858,1859,10000539,THE JOSEPH V. CONTE FACILITY,1351 NW 27TH AVE,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,1289,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MEDIUM,1328,0.00495986660826,592.339834469341,1.427711424e-06,100,71,,,,,,,,,,
1466,1467, NORTH BROWARD DETENTION CENTER,,,FL,SECURUS,,2021-03-01T17:27:13.648Z,,,NORTH BROWARD BUREAU,"1550 Blount Rd, Pompano Beach, FL 33069, United States",-80.1635312,26.2476024,Broward County,ChIJ5csmtj8D2YgRMRUIVR91gBI,FL,1858,1859,10000539,THE JOSEPH V. CONTE FACILITY,1351 NW 27TH AVE,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,1289,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MEDIUM,1328,0.00495986660826,592.339834469341,1.427711424e-06,30,35,,,,,,,,,,
1468,1469, PAUL REIN DETENTION FACILITY,,,FL,SECURUS,,2021-03-01T17:27:28.657Z,,,BROWARD COUNTY DETENTION DEPARTMENT - PAUL REIN DETENTION FACILITY,"2421 NW 16th St, Pompano Beach, FL 33069, United States",-80.15722490000002,26.2499263,Broward County,ChIJyYpIVzwD2YgR9U7kHbcd6Zo,FL,1858,1859,10000539,THE JOSEPH V. CONTE FACILITY,1351 NW 27TH AVE,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,1289,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MEDIUM,1328,0.00495986660826,592.339834469341,1.427711424e-06,49,55,,,,,,,,,,
2115,2116, JOSEPH CONTE DETENTION,,,FL,SECURUS,,2021-01-07T23:33:47.618Z,,,JOSEPH V. CONTE FACILITY,"1351 NW 27th Ave, Pompano Beach, FL 33069, United States",-80.16258529999999,26.2479866,Broward County,ChIJKSnOCRYD2YgRJZYFSjT7WV0,FL,1858,1859,10000539,THE JOSEPH V. CONTE FACILITY,1351 NW 27TH AVE,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,1289,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MEDIUM,1328,0.00495986660826,592.339834469341,1.427711424e-06,100,71,,,,,,,,,,
2116,2117, NORTH BROWARD DETENTION CENTER,,,FL,SECURUS,,2021-01-07T23:34:13.732Z,,,NORTH BROWARD BUREAU,"1550 Blount Rd, Pompano Beach, FL 33069, United States",-80.1635312,26.2476024,Broward County,ChIJ5csmtj8D2YgRMRUIVR91gBI,FL,1858,1859,10000539,THE JOSEPH V. CONTE FACILITY,1351 NW 27TH AVE,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,1289,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MEDIUM,1328,0.00495986660826,592.339834469341,1.427711424e-06,30,35,,,,,,,,,,
2118,2119, PAUL REIN DETENTION FACILITY,,,FL,SECURUS,,2021-01-07T23:35:09.629Z,,,BROWARD COUNTY DETENTION DEPARTMENT - PAUL REIN DETENTION FACILITY,"2421 NW 16th St, Pompano Beach, FL 33069, United States",-80.15722490000002,26.2499263,Broward County,ChIJyYpIVzwD2YgR9U7kHbcd6Zo,FL,1858,1859,10000539,THE JOSEPH V. CONTE FACILITY,1351 NW 27TH AVE,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,1289,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MEDIUM,1328,0.00495986660826,592.339834469341,1.427711424e-06,49,55,,,,,,,,,,
1465,1466, JOSEPH CONTE DETENTION,,,FL,SECURUS,,2021-03-01T17:27:05.648Z,,,JOSEPH V. CONTE FACILITY,"1351 NW 27th Ave, Pompano Beach, FL 33069, United States",-80.16258529999999,26.2479866,Broward County,ChIJKSnOCRYD2YgRJZYFSjT7WV0,FL,2732,2733,10000537,PAUL REIN DETENTION FACILITY,2421 NW 16TH ST,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,882,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MAXIMUM,1020,0.00577183266353,667.6304331072055,1.694072872e-06,55,58,,,,,,,,,,
1466,1467, NORTH BROWARD DETENTION CENTER,,,FL,SECURUS,,2021-03-01T17:27:13.648Z,,,NORTH BROWARD BUREAU,"1550 Blount Rd, Pompano Beach, FL 33069, United States",-80.1635312,26.2476024,Broward County,ChIJ5csmtj8D2YgRMRUIVR91gBI,FL,2732,2733,10000537,PAUL REIN DETENTION FACILITY,2421 NW 16TH ST,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,882,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MAXIMUM,1020,0.00577183266353,667.6304331072055,1.694072872e-06,29,52,,,,,,,,,,
1468,1469, PAUL REIN DETENTION FACILITY,,,FL,SECURUS,,2021-03-01T17:27:28.657Z,,,BROWARD COUNTY DETENTION DEPARTMENT - PAUL REIN DETENTION FACILITY,"2421 NW 16th St, Pompano Beach, FL 33069, United States",-80.15722490000002,26.2499263,Broward County,ChIJyYpIVzwD2YgR9U7kHbcd6Zo,FL,2732,2733,10000537,PAUL REIN DETENTION FACILITY,2421 NW 16TH ST,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,882,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MAXIMUM,1020,0.00577183266353,667.6304331072055,1.694072872e-06,100,100,,,,,,,,,,
2115,2116, JOSEPH CONTE DETENTION,,,FL,SECURUS,,2021-01-07T23:33:47.618Z,,,JOSEPH V. CONTE FACILITY,"1351 NW 27th Ave, Pompano Beach, FL 33069, United States",-80.16258529999999,26.2479866,Broward County,ChIJKSnOCRYD2YgRJZYFSjT7WV0,FL,2732,2733,10000537,PAUL REIN DETENTION FACILITY,2421 NW 16TH ST,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,882,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MAXIMUM,1020,0.00577183266353,667.6304331072055,1.694072872e-06,55,58,,,,,,,,,,
2116,2117, NORTH BROWARD DETENTION CENTER,,,FL,SECURUS,,2021-01-07T23:34:13.732Z,,,NORTH BROWARD BUREAU,"1550 Blount Rd, Pompano Beach, FL 33069, United States",-80.1635312,26.2476024,Broward County,ChIJ5csmtj8D2YgRMRUIVR91gBI,FL,2732,2733,10000537,PAUL REIN DETENTION FACILITY,2421 NW 16TH ST,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,882,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MAXIMUM,1020,0.00577183266353,667.6304331072055,1.694072872e-06,29,52,,,,,,,,,,
2118,2119, PAUL REIN DETENTION FACILITY,,,FL,SECURUS,,2021-01-07T23:35:09.629Z,,,BROWARD COUNTY DETENTION DEPARTMENT - PAUL REIN DETENTION FACILITY,"2421 NW 16th St, Pompano Beach, FL 33069, United States",-80.15722490000002,26.2499263,Broward County,ChIJyYpIVzwD2YgR9U7kHbcd6Zo,FL,2732,2733,10000537,PAUL REIN DETENTION FACILITY,2421 NW 16TH ST,POMPANO BEACH,FL,33069,-999,(954) 831-5900,COUNTY,OPEN,882,BROWARD,12011,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,2018-02-20,IMAGERY/OTHER,2019-12-12,http://www.sheriff.org/DOD/Pages/Jail-Facilities.aspx,MAXIMUM,1020,0.00577183266353,667.6304331072055,1.694072872e-06,100,100,,,,,,,,,,
1470,1471,CCA LAKE CITY CORRECTIONAL FACILITY,,,FL,SECURUS,,2021-03-01T17:27:43.474Z,,,LAKE CITY CORRECTIONAL FACILITY,"7906 US-90, Lake City, FL 32055, United States",-82.5074157,30.1937179,Columbia County,ChIJaaCOCBSCO4YR0rrC7Rt-yCg,FL,5545,5546,10000396,COLUMBIA CORRECTIONAL INSTITUTION ANNEX,216 SE CORRECTIONS WAY,LAKE CITY,FL,32025,2013,(386) 754-7600,STATE,OPEN,1408,COLUMBIA,12023,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/pop/, http://www.dc.state.fl.us/org/facilitydir.html",2017-09-30,IMAGERY/OTHER,2019-12-12,http://www.dc.state.fl.us/ci/index.html,CLOSE,1566,0.0125139027532,1529.4690562227347,9.18332221e-06,56,57,,,,,,,,,,
